,Country,District,Week,Confirmed Count,"foi_mat[, 1]"
9715,Guinea,FORECARIAH,9/29/15,0,0.39985285
9716,Guinea,FORECARIAH,9/29/15,0,0
9719,Guinea,FRIA,9/29/15,0,0.1
9720,Guinea,FRIA,9/29/15,0,0.1
9723,Guinea,GAOUAL,9/29/15,0,0
9724,Guinea,GAOUAL,9/29/15,0,0
9727,Guinea,GUECKEDOU,9/29/15,2,0.694075176
9728,Guinea,GUECKEDOU,9/29/15,0,0.298858897
9731,Guinea,KANKAN,9/29/15,0,0
9732,Guinea,KANKAN,9/29/15,0,0
9735,Guinea,KEROUANE,9/29/15,3,0.099872048
9736,Guinea,KEROUANE,9/29/15,0,0
9739,Guinea,KINDIA,9/29/15,0,0
9740,Guinea,KINDIA,9/29/15,0,0.099995437
9743,Guinea,KISSIDOUGOU,9/29/15,0,0
9744,Guinea,KISSIDOUGOU,9/29/15,0,0
9747,Guinea,KOUBIA,9/29/15,0,1.8
9748,Guinea,KOUBIA,9/29/15,0,1.3
9751,Guinea,KOUNDARA,9/29/15,0,4.2
9752,Guinea,KOUNDARA,9/29/15,0,1.3
9755,Guinea,KOUROUSSA,9/29/15,0,0.099992544
9756,Guinea,KOUROUSSA,9/29/15,0,0
9759,Guinea,LABE,9/29/15,0,0.2
9760,Guinea,LABE,9/29/15,0,1.5
9763,Guinea,LELOUMA,9/29/15,0,1.7
9764,Guinea,LELOUMA,9/29/15,0,0.5
9767,Guinea,LOLA,9/29/15,6,0
9768,Guinea,LOLA,9/29/15,2,1.299777414
9771,Guinea,MACENTA,9/29/15,53,2.070501069
9772,Guinea,MACENTA,9/29/15,2,1.299041176
9775,Guinea,MALI,9/29/15,0,10.6
9776,Guinea,MALI,9/29/15,0,14.4
9779,Guinea,MAMOU,9/29/15,0,0
9780,Guinea,MAMOU,9/29/15,0,0
9783,Guinea,NZEREKORE,9/29/15,15,0.699204782
9784,Guinea,NZEREKORE,9/29/15,0,0
9787,Guinea,PITA,9/29/15,1,24.19388578
9788,Guinea,PITA,9/29/15,0,0.299989172
9791,Guinea,SIGUIRI,9/29/15,0,0.099989935
9792,Guinea,SIGUIRI,9/29/15,1,0
9795,Guinea,TELIMELE,9/29/15,0,8.89278308
9796,Guinea,TELIMELE,9/29/15,0,0.199978846
9799,Guinea,TOUGUE,9/29/15,0,1.2
9800,Guinea,TOUGUE,9/29/15,0,0.5
9803,Guinea,YOMOU,9/29/15,0,16.18899606
9804,Guinea,YOMOU,9/29/15,0,1
9807,Liberia,BOMI,9/29/15,3,0
9808,Liberia,BOMI,9/29/15,1,0
9811,Liberia,BONG,9/29/15,15,0.498895221
9812,Liberia,BONG,9/29/15,3,0
9815,Liberia,GBARPOLU,9/29/15,0,0
9816,Liberia,GBARPOLU,9/29/15,0,0
9819,Liberia,GRAND BASSA,9/29/15,0,0
9820,Liberia,GRAND BASSA,9/29/15,4,0
9823,Liberia,GRAND CAPE MOUNT,9/29/15,8,0
9824,Liberia,GRAND CAPE MOUNT,9/29/15,2,0
9827,Liberia,GRAND GEDEH,9/29/15,1,0
9828,Liberia,GRAND GEDEH,9/29/15,0,0
9831,Liberia,GRAND KRU,9/29/15,0,0
9832,Liberia,GRAND KRU,9/29/15,8,0
9835,Liberia,LOFA,9/29/15,3,0.198046349
9836,Liberia,LOFA,9/29/15,3,0
9839,Liberia,MARGIBI,9/29/15,39,49.10831231
9840,Liberia,MARGIBI,9/29/15,33,17.45421787
9843,Liberia,MARYLAND,9/29/15,0,1.799892782
9844,Liberia,MARYLAND,9/29/15,0,4.1
9847,Liberia,MONTSERRADO,9/29/15,104,0.395580085
9848,Liberia,MONTSERRADO,9/29/15,38,0
9851,Liberia,NIMBA,9/29/15,3,4.792176656
9852,Liberia,NIMBA,9/29/15,11,0.299516299
9855,Liberia,RIVER GEE,9/29/15,1,1.798690655
9856,Liberia,RIVER GEE,9/29/15,0,0
9859,Liberia,RIVERCESS,9/29/15,1,2.297656064
9860,Liberia,RIVERCESS,9/29/15,0,0
9863,Liberia,SINOE,9/29/15,2,1.898948218
9864,Liberia,SINOE,9/29/15,0,1.1
9867,Sierra Leone,BO,9/29/15,18,0
9868,Sierra Leone,BO,9/29/15,2,0
9871,Sierra Leone,BOMBALI,9/29/15,81,0.595743496
9872,Sierra Leone,BOMBALI,9/29/15,0,0
9875,Sierra Leone,BONTHE,9/29/15,0,0
9876,Sierra Leone,BONTHE,9/29/15,0,0
9879,Sierra Leone,KAILAHUN,9/29/15,4,16.97065959
9880,Sierra Leone,KAILAHUN,9/29/15,0,0.499338823
9883,Sierra Leone,KAMBIA,9/29/15,4,0
9884,Sierra Leone,KAMBIA,9/29/15,0,0
9887,Sierra Leone,KENEMA,9/29/15,7,2.680609537
9888,Sierra Leone,KENEMA,9/29/15,0,0.399980976
9891,Sierra Leone,KOINADUGU,9/29/15,1,0
9892,Sierra Leone,KOINADUGU,9/29/15,0,0
9895,Sierra Leone,KONO,9/29/15,10,0
9896,Sierra Leone,KONO,9/29/15,11,0
9899,Sierra Leone,MOYAMBA,9/29/15,10,0.099606665
9900,Sierra Leone,MOYAMBA,9/29/15,0,0.099990923
9903,Sierra Leone,PORT LOKO,9/29/15,42,0
9904,Sierra Leone,PORT LOKO,9/29/15,10,0
9907,Sierra Leone,PUJEHUN,9/29/15,3,1.698707291
9908,Sierra Leone,PUJEHUN,9/29/15,5,0.399930871
9911,Sierra Leone,TONKOLILI,9/29/15,61,21.5395921
9912,Sierra Leone,TONKOLILI,9/29/15,19,2.097373866
9915,Sierra Leone,WESTERN AREA RURAL,9/29/15,62,10.27647702
9916,Sierra Leone,WESTERN AREA RURAL,9/29/15,0,4.199754952
9919,Sierra Leone,WESTERN AREA URBAN,9/29/15,58,17.24787209
9920,Sierra Leone,WESTERN AREA URBAN,9/29/15,0,0.299963229
9923,Guinea,BEYLA,10/6/15,4,0.499907829
9924,Guinea,BEYLA,10/6/15,0,0
9927,Guinea,BOFFA,10/6/15,0,0.099909979
9928,Guinea,BOFFA,10/6/15,0,0
9931,Guinea,BOKE,10/6/15,1,5.699873166
9932,Guinea,BOKE,10/6/15,0,0.2
9935,Guinea,CONAKRY,10/6/15,8,0
9936,Guinea,CONAKRY,10/6/15,0,0
9939,Guinea,COYAH,10/6/15,25,0
9940,Guinea,COYAH,10/6/15,1,0
9943,Guinea,DABOLA,10/6/15,1,0.299950807
9944,Guinea,DABOLA,10/6/15,0,0
9947,Guinea,DALABA,10/6/15,1,0
9948,Guinea,DALABA,10/6/15,0,0
9951,Guinea,DINGUIRAYE,10/6/15,0,0
9952,Guinea,DINGUIRAYE,10/6/15,0,0
9955,Guinea,DUBREKA,10/6/15,0,0.699531085
9956,Guinea,DUBREKA,10/6/15,0,0
9959,Guinea,FARANAH,10/6/15,0,0
9960,Guinea,FARANAH,10/6/15,0,0
9963,Guinea,FORECARIAH,10/6/15,1,1.999182502
9964,Guinea,FORECARIAH,10/6/15,0,0
9967,Guinea,FRIA,10/6/15,0,0.2
9968,Guinea,FRIA,10/6/15,0,0.1
9971,Guinea,GAOUAL,10/6/15,0,0
9972,Guinea,GAOUAL,10/6/15,0,0
9975,Guinea,GUECKEDOU,10/6/15,2,1.090614174
9976,Guinea,GUECKEDOU,10/6/15,0,0.597717795
9979,Guinea,KANKAN,10/6/15,0,0
9980,Guinea,KANKAN,10/6/15,0,0
9983,Guinea,KEROUANE,10/6/15,16,0.099796225
9984,Guinea,KEROUANE,10/6/15,0,0
9987,Guinea,KINDIA,10/6/15,2,0
9988,Guinea,KINDIA,10/6/15,0,0.099995437
9991,Guinea,KISSIDOUGOU,10/6/15,0,0
9992,Guinea,KISSIDOUGOU,10/6/15,0,0
9995,Guinea,KOUBIA,10/6/15,0,1.1
9996,Guinea,KOUBIA,10/6/15,0,0.8
9999,Guinea,KOUNDARA,10/6/15,0,3.4
10000,Guinea,KOUNDARA,10/6/15,0,0.9
10003,Guinea,KOUROUSSA,10/6/15,0,0.299977631
10004,Guinea,KOUROUSSA,10/6/15,0,0
10007,Guinea,LABE,10/6/15,0,0.2
10008,Guinea,LABE,10/6/15,0,1.1
10011,Guinea,LELOUMA,10/6/15,0,1.3
10012,Guinea,LELOUMA,10/6/15,0,0.6
10015,Guinea,LOLA,10/6/15,5,0
10016,Guinea,LOLA,10/6/15,3,0.899691804
10019,Guinea,MACENTA,10/6/15,45,1.082888676
10020,Guinea,MACENTA,10/6/15,0,0.69948371
10023,Guinea,MALI,10/6/15,0,8.3
10024,Guinea,MALI,10/6/15,0,10.5
10027,Guinea,MAMOU,10/6/15,0,0
10028,Guinea,MAMOU,10/6/15,0,0
10031,Guinea,NZEREKORE,10/6/15,17,0.698904367
10032,Guinea,NZEREKORE,10/6/15,9,0.099931838
10035,Guinea,PITA,10/6/15,0,21.49456794
10036,Guinea,PITA,10/6/15,0,0.099996391
10039,Guinea,SIGUIRI,10/6/15,0,0.599939607
10040,Guinea,SIGUIRI,10/6/15,0,0.099998562
10043,Guinea,TELIMELE,10/6/15,0,2.99756733
10044,Guinea,TELIMELE,10/6/15,0,0.099989423
10047,Guinea,TOUGUE,10/6/15,0,0.9
10048,Guinea,TOUGUE,10/6/15,0,0.6
10051,Guinea,YOMOU,10/6/15,0,18.98709414
10052,Guinea,YOMOU,10/6/15,0,0.7
10055,Liberia,BOMI,10/6/15,4,0.099037416
10056,Liberia,BOMI,10/6/15,3,0
10059,Liberia,BONG,10/6/15,3,0.598630559
10060,Liberia,BONG,10/6/15,2,0
10063,Liberia,GBARPOLU,10/6/15,2,0
10064,Liberia,GBARPOLU,10/6/15,0,0
10067,Liberia,GRAND BASSA,10/6/15,1,0
10068,Liberia,GRAND BASSA,10/6/15,3,0
10071,Liberia,GRAND CAPE MOUNT,10/6/15,2,0
10072,Liberia,GRAND CAPE MOUNT,10/6/15,2,0
10075,Liberia,GRAND GEDEH,10/6/15,0,0
10076,Liberia,GRAND GEDEH,10/6/15,0,0
10079,Liberia,GRAND KRU,10/6/15,0,0
10080,Liberia,GRAND KRU,10/6/15,0,0
10083,Liberia,LOFA,10/6/15,6,0.099005627
10084,Liberia,LOFA,10/6/15,0,0
10087,Liberia,MARGIBI,10/6/15,14,44.52961189
10088,Liberia,MARGIBI,10/6/15,19,13.79533585
10091,Liberia,MARYLAND,10/6/15,0,1.299922565
10092,Liberia,MARYLAND,10/6/15,0,3.5
10095,Liberia,MONTSERRADO,10/6/15,133,0.296396147
10096,Liberia,MONTSERRADO,10/6/15,55,0
10099,Liberia,NIMBA,10/6/15,3,5.989905363
10100,Liberia,NIMBA,10/6/15,12,0.499088679
10103,Liberia,RIVER GEE,10/6/15,1,1.598642161
10104,Liberia,RIVER GEE,10/6/15,0,0
10107,Liberia,RIVERCESS,10/6/15,0,3.8960255
10108,Liberia,RIVERCESS,10/6/15,0,0
10111,Liberia,SINOE,10/6/15,5,2.197912251
10112,Liberia,SINOE,10/6/15,1,2.099833929
10115,Sierra Leone,BO,10/6/15,15,0
10116,Sierra Leone,BO,10/6/15,2,0
10119,Sierra Leone,BOMBALI,10/6/15,55,2.876343737
10120,Sierra Leone,BOMBALI,10/6/15,0,0.099994201
10123,Sierra Leone,BONTHE,10/6/15,0,0
10124,Sierra Leone,BONTHE,10/6/15,0,0
10127,Sierra Leone,KAILAHUN,10/6/15,4,15.98256519
10128,Sierra Leone,KAILAHUN,10/6/15,1,0.499327803
10131,Sierra Leone,KAMBIA,10/6/15,4,0
10132,Sierra Leone,KAMBIA,10/6/15,0,0
10135,Sierra Leone,KENEMA,10/6/15,22,4.16837219
10136,Sierra Leone,KENEMA,10/6/15,0,1.299938171
10139,Sierra Leone,KOINADUGU,10/6/15,5,0
10140,Sierra Leone,KOINADUGU,10/6/15,1,0
10143,Sierra Leone,KONO,10/6/15,6,0
10144,Sierra Leone,KONO,10/6/15,10,0
10147,Sierra Leone,MOYAMBA,10/6/15,6,0.099588511
10148,Sierra Leone,MOYAMBA,10/6/15,0,0
10151,Sierra Leone,PORT LOKO,10/6/15,81,0
10152,Sierra Leone,PORT LOKO,10/6/15,25,0
10155,Sierra Leone,PUJEHUN,10/6/15,0,1.398935416
10156,Sierra Leone,PUJEHUN,10/6/15,1,0.299937784
10159,Sierra Leone,TONKOLILI,10/6/15,20,22.72586799
10160,Sierra Leone,TONKOLILI,10/6/15,21,3.993087924
10163,Sierra Leone,WESTERN AREA RURAL,10/6/15,53,10.77056419
10164,Sierra Leone,WESTERN AREA RURAL,10/6/15,1,4.399706609
10167,Sierra Leone,WESTERN AREA URBAN,10/6/15,88,16.73427807
10168,Sierra Leone,WESTERN AREA URBAN,10/6/15,2,0.299957101
10171,Guinea,BEYLA,10/13/15,4,0.799754211
10172,Guinea,BEYLA,10/13/15,0,0
10175,Guinea,BOFFA,10/13/15,0,0.099909979
10176,Guinea,BOFFA,10/13/15,0,0
10179,Guinea,BOKE,10/13/15,0,3.999910993
10180,Guinea,BOKE,10/13/15,0,0.2
10183,Guinea,CONAKRY,10/13/15,16,0
10184,Guinea,CONAKRY,10/13/15,1,0
10187,Guinea,COYAH,10/13/15,7,0.099829651
10188,Guinea,COYAH,10/13/15,0,0
10191,Guinea,DABOLA,10/13/15,0,0.099983602
10192,Guinea,DABOLA,10/13/15,0,0
10195,Guinea,DALABA,10/13/15,1,0
10196,Guinea,DALABA,10/13/15,0,0
10199,Guinea,DINGUIRAYE,10/13/15,0,0
10200,Guinea,DINGUIRAYE,10/13/15,0,0
10203,Guinea,DUBREKA,10/13/15,0,0.599598073
10204,Guinea,DUBREKA,10/13/15,0,0
10207,Guinea,FARANAH,10/13/15,1,0.099996435
10208,Guinea,FARANAH,10/13/15,0,0
10211,Guinea,FORECARIAH,10/13/15,0,3.898405879
10212,Guinea,FORECARIAH,10/13/15,0,0
10215,Guinea,FRIA,10/13/15,0,0.2
10216,Guinea,FRIA,10/13/15,0,0.1
10219,Guinea,GAOUAL,10/13/15,0,0
10220,Guinea,GAOUAL,10/13/15,0,0
10223,Guinea,GUECKEDOU,10/13/15,2,1.288818565
10224,Guinea,GUECKEDOU,10/13/15,0,0.498098162
10227,Guinea,KANKAN,10/13/15,1,0
10228,Guinea,KANKAN,10/13/15,0,0
10231,Guinea,KEROUANE,10/13/15,20,0.099701446
10232,Guinea,KEROUANE,10/13/15,0,0
10235,Guinea,KINDIA,10/13/15,0,0.099990874
10236,Guinea,KINDIA,10/13/15,1,0.099993156
10239,Guinea,KISSIDOUGOU,10/13/15,0,0
10240,Guinea,KISSIDOUGOU,10/13/15,0,0
10243,Guinea,KOUBIA,10/13/15,0,1.2
10244,Guinea,KOUBIA,10/13/15,0,0.4
10247,Guinea,KOUNDARA,10/13/15,0,2
10248,Guinea,KOUNDARA,10/13/15,0,0.5
10251,Guinea,KOUROUSSA,10/13/15,0,0.199985087
10252,Guinea,KOUROUSSA,10/13/15,0,0
10255,Guinea,LABE,10/13/15,0,0.1
10256,Guinea,LABE,10/13/15,0,0.8
10259,Guinea,LELOUMA,10/13/15,0,1.4
10260,Guinea,LELOUMA,10/13/15,0,1
10263,Guinea,LOLA,10/13/15,2,0.099920097
10264,Guinea,LOLA,10/13/15,0,0.799726048
10267,Guinea,MACENTA,10/13/15,34,1.081634829
10268,Guinea,MACENTA,10/13/15,0,0.299778733
10271,Guinea,MALI,10/13/15,0,7.1
10272,Guinea,MALI,10/13/15,0,7
10275,Guinea,MAMOU,10/13/15,0,0
10276,Guinea,MAMOU,10/13/15,0,0
10279,Guinea,NZEREKORE,10/13/15,21,0.898114198
10280,Guinea,NZEREKORE,10/13/15,3,0.19984853
10283,Guinea,PITA,10/13/15,0,19.99494692
10284,Guinea,PITA,10/13/15,0,0.099996391
10287,Guinea,SIGUIRI,10/13/15,1,1.399838953
10288,Guinea,SIGUIRI,10/13/15,0,0.099998562
10291,Guinea,TELIMELE,10/13/15,0,2.398053864
10292,Guinea,TELIMELE,10/13/15,0,0
10295,Guinea,TOUGUE,10/13/15,0,0.4
10296,Guinea,TOUGUE,10/13/15,0,0.9
10299,Guinea,YOMOU,10/13/15,0,23.28417335
10300,Guinea,YOMOU,10/13/15,0,0.3
10303,Liberia,BOMI,10/13/15,5,0.098989286
10304,Liberia,BOMI,10/13/15,0,0
10307,Liberia,BONG,10/13/15,2,0.299300711
10308,Liberia,BONG,10/13/15,0,0
10311,Liberia,GBARPOLU,10/13/15,0,0
10312,Liberia,GBARPOLU,10/13/15,0,0
10315,Liberia,GRAND BASSA,10/13/15,0,0
10316,Liberia,GRAND BASSA,10/13/15,1,0
10319,Liberia,GRAND CAPE MOUNT,10/13/15,4,0
10320,Liberia,GRAND CAPE MOUNT,10/13/15,6,0
10323,Liberia,GRAND GEDEH,10/13/15,0,0
10324,Liberia,GRAND GEDEH,10/13/15,0,0
10327,Liberia,GRAND KRU,10/13/15,1,0
10328,Liberia,GRAND KRU,10/13/15,0,0
10331,Liberia,LOFA,10/13/15,2,0.098999778
10332,Liberia,LOFA,10/13/15,0,0
10335,Liberia,MARGIBI,10/13/15,18,31.3466284
10336,Liberia,MARGIBI,10/13/15,18,13.19480355
10339,Liberia,MARYLAND,10/13/15,0,0.999940435
10340,Liberia,MARYLAND,10/13/15,0,3
10343,Liberia,MONTSERRADO,10/13/15,80,0.197481575
10344,Liberia,MONTSERRADO,10/13/15,41,0
10347,Liberia,NIMBA,10/13/15,4,6.189134245
10348,Liberia,NIMBA,10/13/15,7,0.49902734
10351,Liberia,RIVER GEE,10/13/15,0,1.099066486
10352,Liberia,RIVER GEE,10/13/15,0,0
10355,Liberia,RIVERCESS,10/13/15,0,4.695210218
10356,Liberia,RIVERCESS,10/13/15,0,0
10359,Liberia,SINOE,10/13/15,2,1.897896435
10360,Liberia,SINOE,10/13/15,1,2.999525512
10363,Sierra Leone,BO,10/13/15,29,0
10364,Sierra Leone,BO,10/13/15,1,0
10367,Sierra Leone,BOMBALI,10/13/15,64,3.368058826
10368,Sierra Leone,BOMBALI,10/13/15,1,0.099992268
10371,Sierra Leone,BONTHE,10/13/15,0,0
10372,Sierra Leone,BONTHE,10/13/15,1,0
10375,Sierra Leone,KAILAHUN,10/13/15,18,13.01759437
10376,Sierra Leone,KAILAHUN,10/13/15,12,0.199678227
10379,Sierra Leone,KAMBIA,10/13/15,3,0
10380,Sierra Leone,KAMBIA,10/13/15,0,0
10383,Sierra Leone,KENEMA,10/13/15,18,5.258576289
10384,Sierra Leone,KENEMA,10/13/15,0,1.199942927
10387,Sierra Leone,KOINADUGU,10/13/15,8,0
10388,Sierra Leone,KOINADUGU,10/13/15,0,0
10391,Sierra Leone,KONO,10/13/15,3,0
10392,Sierra Leone,KONO,10/13/15,9,0
10395,Sierra Leone,MOYAMBA,10/13/15,8,0.099564306
10396,Sierra Leone,MOYAMBA,10/13/15,0,0
10399,Sierra Leone,PORT LOKO,10/13/15,62,0
10400,Sierra Leone,PORT LOKO,10/13/15,46,0.099779046
10403,Sierra Leone,PUJEHUN,10/13/15,1,2.597933049
10404,Sierra Leone,PUJEHUN,10/13/15,3,1.299595596
10407,Sierra Leone,TONKOLILI,10/13/15,42,18.42218231
10408,Sierra Leone,TONKOLILI,10/13/15,11,8.083977172
10411,Sierra Leone,WESTERN AREA RURAL,10/13/15,112,12.25499361
10412,Sierra Leone,WESTERN AREA RURAL,10/13/15,2,5.099574916
10415,Sierra Leone,WESTERN AREA URBAN,10/13/15,87,22.59102524
10416,Sierra Leone,WESTERN AREA URBAN,10/13/15,1,0.299954036
10419,Guinea,BEYLA,10/20/15,4,1.199483842
10420,Guinea,BEYLA,10/20/15,0,0
10423,Guinea,BOFFA,10/20/15,0,0.099909979
10424,Guinea,BOFFA,10/20/15,0,0
10427,Guinea,BOKE,10/20/15,0,2.999933245
10428,Guinea,BOKE,10/20/15,0,0.2
10431,Guinea,CONAKRY,10/20/15,6,0
10432,Guinea,CONAKRY,10/20/15,1,0
10435,Guinea,COYAH,10/20/15,5,0.099810724
10436,Guinea,COYAH,10/20/15,0,0
10439,Guinea,DABOLA,10/20/15,0,0.399934409
10440,Guinea,DABOLA,10/20/15,0,0
10443,Guinea,DALABA,10/20/15,0,0
10444,Guinea,DALABA,10/20/15,0,0
10447,Guinea,DINGUIRAYE,10/20/15,0,0
10448,Guinea,DINGUIRAYE,10/20/15,0,0
10451,Guinea,DUBREKA,10/20/15,0,0.599598073
10452,Guinea,DUBREKA,10/20/15,0,0
10455,Guinea,FARANAH,10/20/15,0,0.19999287
10456,Guinea,FARANAH,10/20/15,0,0
10459,Guinea,FORECARIAH,10/20/15,3,5.597024308
10460,Guinea,FORECARIAH,10/20/15,0,0.19998365
10463,Guinea,FRIA,10/20/15,0,0.3
10464,Guinea,FRIA,10/20/15,0,0.1
10467,Guinea,GAOUAL,10/20/15,0,0
10468,Guinea,GAOUAL,10/20/15,0,0
10471,Guinea,GUECKEDOU,10/20/15,2,0.991330361
10472,Guinea,GUECKEDOU,10/20/15,0,0.597717795
10475,Guinea,KANKAN,10/20/15,1,0
10476,Guinea,KANKAN,10/20/15,0,0
10479,Guinea,KEROUANE,10/20/15,20,0
10480,Guinea,KEROUANE,10/20/15,2,0
10483,Guinea,KINDIA,10/20/15,1,0.299965778
10484,Guinea,KINDIA,10/20/15,0,0
10487,Guinea,KISSIDOUGOU,10/20/15,0,0
10488,Guinea,KISSIDOUGOU,10/20/15,0,0
10491,Guinea,KOUBIA,10/20/15,0,1
10492,Guinea,KOUBIA,10/20/15,0,0.4
10495,Guinea,KOUNDARA,10/20/15,0,0.8
10496,Guinea,KOUNDARA,10/20/15,0,0.2
10499,Guinea,KOUROUSSA,10/20/15,0,0.299977631
10500,Guinea,KOUROUSSA,10/20/15,0,0
10503,Guinea,LABE,10/20/15,0,0.3
10504,Guinea,LABE,10/20/15,0,0.4
10507,Guinea,LELOUMA,10/20/15,0,1.1
10508,Guinea,LELOUMA,10/20/15,0,1
10511,Guinea,LOLA,10/20/15,3,0.099902975
10512,Guinea,LOLA,10/20/15,3,0
10515,Guinea,MACENTA,10/20/15,26,0.884189458
10516,Guinea,MACENTA,10/20/15,0,0
10519,Guinea,MALI,10/20/15,0,4.7
10520,Guinea,MALI,10/20/15,0,4.4
10523,Guinea,MAMOU,10/20/15,0,0
10524,Guinea,MAMOU,10/20/15,0,0
10527,Guinea,NZEREKORE,10/20/15,8,0.698391893
10528,Guinea,NZEREKORE,10/20/15,8,0.199808138
10531,Guinea,PITA,10/20/15,0,19.19514905
10532,Guinea,PITA,10/20/15,0,0.099996391
10535,Guinea,SIGUIRI,10/20/15,2,3.599482349
10536,Guinea,SIGUIRI,10/20/15,0,0.399994248
10539,Guinea,TELIMELE,10/20/15,0,2.198216042
10540,Guinea,TELIMELE,10/20/15,0,0
10543,Guinea,TOUGUE,10/20/15,0,0.2
10544,Guinea,TOUGUE,10/20/15,0,0.5
10547,Guinea,YOMOU,10/20/15,0,28.88036952
10548,Guinea,YOMOU,10/20/15,0,1.2
10551,Liberia,BOMI,10/20/15,1,0.098979661
10552,Liberia,BOMI,10/20/15,1,0
10555,Liberia,BONG,10/20/15,3,0.199519239
10556,Liberia,BONG,10/20/15,0,0
10559,Liberia,GBARPOLU,10/20/15,1,0
10560,Liberia,GBARPOLU,10/20/15,0,0
10563,Liberia,GRAND BASSA,10/20/15,2,0
10564,Liberia,GRAND BASSA,10/20/15,0,0
10567,Liberia,GRAND CAPE MOUNT,10/20/15,5,0
10568,Liberia,GRAND CAPE MOUNT,10/20/15,2,0
10571,Liberia,GRAND GEDEH,10/20/15,0,0
10572,Liberia,GRAND GEDEH,10/20/15,0,0
10575,Liberia,GRAND KRU,10/20/15,0,0
10576,Liberia,GRAND KRU,10/20/15,0,0
10579,Liberia,LOFA,10/20/15,1,0
10580,Liberia,LOFA,10/20/15,0,0
10583,Liberia,MARGIBI,10/20/15,15,25.00333341
10584,Liberia,MARGIBI,10/20/15,7,13.0927438
10587,Liberia,MARYLAND,10/20/15,0,0.699958304
10588,Liberia,MARYLAND,10/20/15,0,2.1
10591,Liberia,MONTSERRADO,10/20/15,40,0.098711824
10592,Liberia,MONTSERRADO,10/20/15,37,0
10595,Liberia,NIMBA,10/20/15,0,5.789835261
10596,Liberia,NIMBA,10/20/15,2,0.69861374
10599,Liberia,RIVER GEE,10/20/15,0,0.899236216
10600,Liberia,RIVER GEE,10/20/15,0,0
10603,Liberia,RIVERCESS,10/20/15,0,4.795108308
10604,Liberia,RIVERCESS,10/20/15,1,0
10607,Liberia,SINOE,10/20/15,0,1.498339291
10608,Liberia,SINOE,10/20/15,0,1.999683674
10611,Sierra Leone,BO,10/20/15,14,0
10612,Sierra Leone,BO,10/20/15,4,0
10615,Sierra Leone,BOMBALI,10/20/15,73,3.660019407
10616,Sierra Leone,BOMBALI,10/20/15,0,0.099992268
10619,Sierra Leone,BONTHE,10/20/15,0,0
10620,Sierra Leone,BONTHE,10/20/15,0,0
10623,Sierra Leone,KAILAHUN,10/20/15,3,10.35421038
10624,Sierra Leone,KAILAHUN,10/20/15,6,0
10627,Sierra Leone,KAMBIA,10/20/15,2,0
10628,Sierra Leone,KAMBIA,10/20/15,0,0
10631,Sierra Leone,KENEMA,10/20/15,8,4.563463935
10632,Sierra Leone,KENEMA,10/20/15,0,1.999904879
10635,Sierra Leone,KOINADUGU,10/20/15,23,0
10636,Sierra Leone,KOINADUGU,10/20/15,3,0
10639,Sierra Leone,KONO,10/20/15,6,0
10640,Sierra Leone,KONO,10/20/15,1,0
10643,Sierra Leone,MOYAMBA,10/20/15,8,0
10644,Sierra Leone,MOYAMBA,10/20/15,0,0.099990923
10647,Sierra Leone,PORT LOKO,10/20/15,60,0
10648,Sierra Leone,PORT LOKO,10/20/15,77,0.099645082
10651,Sierra Leone,PUJEHUN,10/20/15,1,2.497926136
10652,Sierra Leone,PUJEHUN,10/20/15,1,1.899343276
10655,Sierra Leone,TONKOLILI,10/20/15,36,20.19799459
10656,Sierra Leone,TONKOLILI,10/20/15,2,14.7700507
10659,Sierra Leone,WESTERN AREA RURAL,10/20/15,105,9.755564557
10660,Sierra Leone,WESTERN AREA RURAL,10/20/15,4,3.399603255
10663,Sierra Leone,WESTERN AREA URBAN,10/20/15,114,26.83894328
10664,Sierra Leone,WESTERN AREA URBAN,10/20/15,9,0.699828402
10667,Guinea,BEYLA,10/27/15,2,0.999508421
10668,Guinea,BEYLA,10/27/15,0,0
10671,Guinea,BOFFA,10/27/15,0,0
10672,Guinea,BOFFA,10/27/15,0,0
10675,Guinea,BOKE,10/27/15,0,3.29992657
10676,Guinea,BOKE,10/27/15,0,0.2
10679,Guinea,CONAKRY,10/27/15,11,0.099863898
10680,Guinea,CONAKRY,10/27/15,0,0
10683,Guinea,COYAH,10/27/15,1,0.099806938
10684,Guinea,COYAH,10/27/15,1,0
10687,Guinea,DABOLA,10/27/15,0,0.499918011
10688,Guinea,DABOLA,10/27/15,0,0
10691,Guinea,DALABA,10/27/15,0,0
10692,Guinea,DALABA,10/27/15,0,0
10695,Guinea,DINGUIRAYE,10/27/15,0,0
10696,Guinea,DINGUIRAYE,10/27/15,0,0
10699,Guinea,DUBREKA,10/27/15,1,0.499649836
10700,Guinea,DUBREKA,10/27/15,0,0
10703,Guinea,FARANAH,10/27/15,0,0.19999287
10704,Guinea,FARANAH,10/27/15,0,0
10707,Guinea,FORECARIAH,10/27/15,2,5.096873071
10708,Guinea,FORECARIAH,10/27/15,0,0.19998365
10711,Guinea,FRIA,10/27/15,0,0.6
10712,Guinea,FRIA,10/27/15,0,0.1
10715,Guinea,GAOUAL,10/27/15,0,0
10716,Guinea,GAOUAL,10/27/15,0,0
10719,Guinea,GUECKEDOU,10/27/15,1,0.495648047
10720,Guinea,GUECKEDOU,10/27/15,0,0.498098162
10723,Guinea,KANKAN,10/27/15,0,0
