Country,District,Week,ConfirmedCount,FOI__1,WeekID,DistrictID
Liberia,BOMI,6/23/15,1,0,25,BOMI
Liberia,MARGIBI,6/23/15,1,2.199745423,25,MARGIBI
Sierra Leone,WESTERN AREA RURAL,6/23/15,1,0,25,WESTERNAREARURAL
Sierra Leone,WESTERN AREA URBAN,6/23/15,1,0.099997957,25,WESTERNAREAURBAN
Guinea,CONAKRY,6/30/15,1,0,26,CONAKRY
Guinea,GUECKEDOU,6/30/15,1,0,26,GUECKEDOU
Liberia,BONG,6/30/15,1,0,26,BONG
Liberia,MARGIBI,6/30/15,1,2.299645136,26,MARGIBI
Liberia,NIMBA,6/30/15,1,0.199996495,26,NIMBA
Sierra Leone,BO,6/30/15,1,0.499982974,26,BO
Sierra Leone,BOMBALI,6/30/15,1,0,26,BOMBALI
Sierra Leone,WESTERN AREA URBAN,6/30/15,1,0.099996936,26,WESTERNAREAURBAN
Liberia,BOMI,7/7/15,1,0,27,BOMI
Liberia,BONG,7/7/15,1,0,27,BONG
Liberia,GRAND BASSA,7/7/15,1,0,27,GRANDBASSA
Liberia,MARGIBI,7/7/15,1,3.399344272,27,MARGIBI
Sierra Leone,BO,7/7/15,1,0.199989785,27,BO
Guinea,SIGUIRI,7/14/15,1,0,28,SIGUIRI
Liberia,RIVERCESS,7/14/15,1,8.597078573,28,RIVERCESS
Sierra Leone,BOMBALI,7/14/15,1,0,28,BOMBALI
Sierra Leone,BONTHE,7/14/15,1,0,28,BONTHE
Sierra Leone,WESTERN AREA RURAL,7/14/15,1,0,28,WESTERNAREARURAL
Sierra Leone,WESTERN AREA URBAN,7/14/15,1,0.099993872,28,WESTERNAREAURBAN
Guinea,KOUROUSSA,7/21/15,1,0,29,KOUROUSSA
Sierra Leone,PORT LOKO,7/21/15,1,0.099987821,29,PORTLOKO
Guinea,CONAKRY,7/28/15,1,0,30,CONAKRY
Guinea,PITA,7/28/15,1,0.699974735,30,PITA
Sierra Leone,BOMBALI,7/28/15,1,0,30,BOMBALI
Sierra Leone,KONO,7/28/15,1,0,30,KONO
Sierra Leone,WESTERN AREA RURAL,7/28/15,1,0,30,WESTERNAREARURAL
Guinea,NZEREKORE,8/4/15,1,0,31,NZEREKORE
Liberia,BONG,8/4/15,1,0,31,BONG
Liberia,GRAND BASSA,8/4/15,1,0,31,GRANDBASSA
Liberia,GRAND CAPE MOUNT,8/4/15,1,0.099974512,31,GRANDCAPEMOUNT
Liberia,RIVERCESS,8/4/15,1,13.28945795,31,RIVERCESS
Sierra Leone,KOINADUGU,8/4/15,1,0,31,KOINADUGU
Sierra Leone,PUJEHUN,8/4/15,1,14.89845497,31,PUJEHUN
Sierra Leone,TONKOLILI,8/4/15,1,1.999954526,31,TONKOLILI
Guinea,DUBREKA,8/11/15,1,1.999939102,32,DUBREKA
Liberia,MARYLAND,8/11/15,1,2.799833217,32,MARYLAND
Sierra Leone,BOMBALI,8/11/15,1,0,32,BOMBALI
Guinea,KEROUANE,8/18/15,1,0.399981044,33,KEROUANE
Guinea,PITA,8/18/15,1,1.4997293,33,PITA
Liberia,GRAND CAPE MOUNT,8/18/15,1,0,33,GRANDCAPEMOUNT
Liberia,RIVER GEE,8/18/15,1,0,33,RIVERGEE
Guinea,NZEREKORE,8/25/15,1,0,34,NZEREKORE
Guinea,PITA,8/25/15,1,3.699198727,34,PITA
Liberia,RIVER GEE,8/25/15,1,0,34,RIVERGEE
Guinea,DUBREKA,9/1/15,1,2.997990366,35,DUBREKA
Guinea,YOMOU,9/1/15,1,7.19510936,35,YOMOU
Liberia,GRAND BASSA,9/1/15,1,0,35,GRANDBASSA
Guinea,FORECARIAH,9/8/15,1,2.199460452,36,FORECARIAH
Liberia,RIVERCESS,9/8/15,1,7.693024809,36,RIVERCESS
Sierra Leone,KAMBIA,9/8/15,1,0,36,KAMBIA
Guinea,BEYLA,9/15/15,1,0.099996928,37,BEYLA
Guinea,FORECARIAH,9/15/15,1,1.499570814,37,FORECARIAH
Guinea,KINDIA,9/15/15,1,0,37,KINDIA
Guinea,LOLA,9/15/15,1,0,37,LOLA
Liberia,GRAND BASSA,9/15/15,1,0,37,GRANDBASSA
Liberia,GRAND GEDEH,9/15/15,1,0,37,GRANDGEDEH
Guinea,MAMOU,9/22/15,0,0,38,MAMOU
Guinea,NZEREKORE,9/22/15,10,0.499621325,38,NZEREKORE
Guinea,PITA,9/22/15,0,20.59553886,38,PITA
Guinea,SIGUIRI,9/22/15,0,0,38,SIGUIRI
Guinea,TELIMELE,9/22/15,0,8.193350703,38,TELIMELE
Guinea,DALABA,9/29/15,1,0,39,DALABA
Guinea,PITA,9/29/15,1,24.19388578,39,PITA
Liberia,GRAND GEDEH,9/29/15,1,0,39,GRANDGEDEH
Liberia,RIVER GEE,9/29/15,1,1.798690655,39,RIVERGEE
Liberia,RIVERCESS,9/29/15,1,2.297656064,39,RIVERCESS
Sierra Leone,KOINADUGU,9/29/15,1,0,39,KOINADUGU
Guinea,BOKE,10/6/15,1,5.699873166,40,BOKE
Guinea,DABOLA,10/6/15,1,0.299950807,40,DABOLA
Guinea,DALABA,10/6/15,1,0,40,DALABA
Guinea,FORECARIAH,10/6/15,1,1.999182502,40,FORECARIAH
Liberia,GRAND BASSA,10/6/15,1,0,40,GRANDBASSA
Liberia,RIVER GEE,10/6/15,1,1.598642161,40,RIVERGEE
Guinea,DALABA,10/13/15,1,0,41,DALABA
Guinea,FARANAH,10/13/15,1,0.099996435,41,FARANAH
Guinea,KANKAN,10/13/15,1,0,41,KANKAN
Guinea,SIGUIRI,10/13/15,1,1.399838953,41,SIGUIRI
Liberia,GRAND KRU,10/13/15,1,0,41,GRANDKRU
Sierra Leone,PUJEHUN,10/13/15,1,2.597933049,41,PUJEHUN
Guinea,KANKAN,10/20/15,1,0,42,KANKAN
Guinea,KINDIA,10/20/15,1,0.299965778,42,KINDIA
Liberia,BOMI,10/20/15,1,0.098979661,42,BOMI
Liberia,GBARPOLU,10/20/15,1,0,42,GBARPOLU
Liberia,LOFA,10/20/15,1,0,42,LOFA
Sierra Leone,PUJEHUN,10/20/15,1,2.497926136,42,PUJEHUN
Guinea,COYAH,10/27/15,1,0.099806938,43,COYAH
Guinea,DUBREKA,10/27/15,1,0.499649836,43,DUBREKA
Guinea,GUECKEDOU,10/27/15,1,0.495648047,43,GUECKEDOU
Guinea,KOUROUSSA,10/27/15,1,0.099988815,43,KOUROUSSA
Liberia,BOMI,10/27/15,1,0,43,BOMI
Liberia,GRAND CAPE MOUNT,10/27/15,1,0.099745122,43,GRANDCAPEMOUNT
Liberia,GRAND GEDEH,10/27/15,1,0,43,GRANDGEDEH
Liberia,GRAND KRU,10/27/15,1,0,43,GRANDKRU
Liberia,NIMBA,10/27/15,1,5.68991062,43,NIMBA
Liberia,RIVERCESS,10/27/15,1,3.795697123,43,RIVERCESS
Sierra Leone,PUJEHUN,10/27/15,1,2.397926136,43,PUJEHUN
Guinea,KINDIA,11/3/15,1,0.499874519,44,KINDIA
Liberia,LOFA,11/3/15,1,0.098993928,44,LOFA
Sierra Leone,KENEMA,11/3/15,1,4.463330765,44,KENEMA
Liberia,RIVERCESS,11/10/15,1,1.29720313,45,RIVERCESS
Sierra Leone,KAILAHUN,11/10/15,1,8.577860694,45,KAILAHUN
Guinea,DABOLA,11/17/15,1,0.499890681,46,DABOLA
Guinea,GUECKEDOU,11/17/15,1,1.090237233,46,GUECKEDOU
Liberia,GRAND BASSA,11/17/15,1,0,46,GRANDBASSA
Guinea,DABOLA,11/24/15,1,0.399890681,47,DABOLA
Guinea,GUECKEDOU,11/24/15,1,1.585744784,47,GUECKEDOU
Guinea,KINDIA,11/24/15,1,0.699584774,47,KINDIA
Guinea,SIGUIRI,11/24/15,1,2.799194765,47,SIGUIRI
Liberia,MARGIBI,11/24/15,1,6.119885518,47,MARGIBI
Sierra Leone,KAILAHUN,11/24/15,1,6.901109897,47,KAILAHUN
Sierra Leone,KENEMA,11/24/15,1,5.554100835,47,KENEMA
Sierra Leone,MOYAMBA,11/24/15,1,0.099325279,47,MOYAMBA
Guinea,BEYLA,12/1/15,1,0.399459263,48,BEYLA
Sierra Leone,KOINADUGU,12/1/15,1,0,48,KOINADUGU
Guinea,DABOLA,12/8/15,1,1.599300359,49,DABOLA
Guinea,GUECKEDOU,12/8/15,1,0.891858078,49,GUECKEDOU
Guinea,KANKAN,12/8/15,1,0,49,KANKAN
Guinea,KINDIA,12/8/15,1,0.399717098,49,KINDIA
Guinea,KOUROUSSA,12/8/15,1,0,49,KOUROUSSA
Guinea,KANKAN,12/15/15,1,0,50,KANKAN
Sierra Leone,KOINADUGU,12/15/15,1,0,50,KOINADUGU
Guinea,DABOLA,12/22/15,1,1.799114517,51,DABOLA
Guinea,FORECARIAH,12/22/15,1,1.497240945,51,FORECARIAH
Guinea,SIGUIRI,12/22/15,1,1.199585879,51,SIGUIRI
Sierra Leone,MOYAMBA,12/22/15,1,0,51,MOYAMBA
Guinea,NZEREKORE,12/29/15,1,0,52,NZEREKORE
Guinea,TELIMELE,12/29/15,1,1.897320538,52,TELIMELE
Sierra Leone,KOINADUGU,12/29/15,1,0,52,KOINADUGU
Guinea,BEYLA,1/5/16,1,0.099855599,53,BEYLA
Sierra Leone,KOINADUGU,1/5/16,1,0,53,KOINADUGU
Guinea,FARANAH,1/12/16,1,0.399344054,54,FARANAH
Guinea,NZEREKORE,1/12/16,1,0,54,NZEREKORE
Sierra Leone,KENEMA,1/12/16,1,0.198338549,54,KENEMA
Guinea,COYAH,1/19/16,1,0.496858012,55,COYAH
Guinea,KINDIA,1/19/16,1,0,55,KINDIA
Guinea,MACENTA,1/19/16,1,0,55,MACENTA
Guinea,MALI,1/19/16,1,0,55,MALI
Sierra Leone,MOYAMBA,1/19/16,1,0,55,MOYAMBA
Guinea,BOFFA,1/26/16,1,0,56,BOFFA
Guinea,COYAH,1/26/16,1,0.198735634,56,COYAH
Guinea,FARANAH,1/26/16,1,0,56,FARANAH
Guinea,KINDIA,1/26/16,1,0.099847142,56,KINDIA
Guinea,SIGUIRI,1/26/16,1,0,56,SIGUIRI
Guinea,COYAH,2/2/16,1,0.099364031,57,COYAH
Guinea,KINDIA,2/2/16,1,0.09984486,57,KINDIA
Guinea,MALI,2/2/16,1,0,57,MALI
Guinea,BOFFA,2/9/16,1,0,58,BOFFA
Guinea,BOFFA,2/16/16,1,0,59,BOFFA
Guinea,DUBREKA,2/16/16,1,0,59,DUBREKA
Guinea,KINDIA,2/16/16,1,0,59,KINDIA
Guinea,LOLA,2/16/16,1,0,59,LOLA
Guinea,MALI,2/16/16,1,0,59,MALI
Sierra Leone,KENEMA,2/16/16,1,0,59,KENEMA
Sierra Leone,KONO,2/16/16,1,0,59,KONO
Sierra Leone,MOYAMBA,2/16/16,1,0,59,MOYAMBA
Guinea,BOFFA,2/23/16,1,0,60,BOFFA
Guinea,LOLA,2/23/16,1,0,60,LOLA
Sierra Leone,KONO,2/23/16,1,0,60,KONO
Sierra Leone,TONKOLILI,2/23/16,1,4.448943862,60,TONKOLILI
Sierra Leone,BOMBALI,3/8/16,1,3.2327658,62,BOMBALI
Sierra Leone,WESTERN AREA URBAN,3/8/16,1,1.171686377,62,WESTERNAREAURBAN
Sierra Leone,BOMBALI,3/15/16,1,3.134741343,63,BOMBALI
Guinea,COYAH,3/29/16,1,0,65,COYAH
Guinea,DUBREKA,3/29/16,1,0,65,DUBREKA
Guinea,FRIA,3/29/16,1,0.399751365,65,FRIA
Guinea,BOFFA,4/5/16,1,0,66,BOFFA
Guinea,BEYLA,12/30/14,0,0,0,BEYLA
Guinea,BOFFA,12/30/14,0,0,0,BOFFA
Guinea,BOKE,12/30/14,0,0,0,BOKE
Guinea,CONAKRY,12/30/14,0,0,0,CONAKRY
Guinea,COYAH,12/30/14,0,0,0,COYAH
Guinea,DABOLA,12/30/14,0,0,0,DABOLA
Guinea,DALABA,12/30/14,0,0,0,DALABA
Guinea,DINGUIRAYE,12/30/14,0,0,0,DINGUIRAYE
Guinea,DUBREKA,12/30/14,0,0,0,DUBREKA
Guinea,FARANAH,12/30/14,0,0,0,FARANAH
Guinea,FORECARIAH,12/30/14,0,0,0,FORECARIAH
Guinea,FRIA,12/30/14,0,0,0,FRIA
Guinea,GAOUAL,12/30/14,0,0,0,GAOUAL
Guinea,GUECKEDOU,12/30/14,0,0,0,GUECKEDOU
Guinea,KANKAN,12/30/14,0,0,0,KANKAN
Guinea,KEROUANE,12/30/14,0,0,0,KEROUANE
Guinea,KINDIA,12/30/14,0,0,0,KINDIA
Guinea,KISSIDOUGOU,12/30/14,0,0,0,KISSIDOUGOU
Guinea,KOUBIA,12/30/14,0,0,0,KOUBIA
Guinea,KOUNDARA,12/30/14,0,0,0,KOUNDARA
Guinea,KOUROUSSA,12/30/14,0,0,0,KOUROUSSA
Guinea,LABE,12/30/14,0,0,0,LABE
Guinea,LELOUMA,12/30/14,0,0,0,LELOUMA
Guinea,LOLA,12/30/14,0,0,0,LOLA
Guinea,MACENTA,12/30/14,0,0,0,MACENTA
Guinea,MALI,12/30/14,0,0,0,MALI
Guinea,MAMOU,12/30/14,0,0,0,MAMOU
Guinea,NZEREKORE,12/30/14,0,0,0,NZEREKORE
Guinea,PITA,12/30/14,0,0,0,PITA
Guinea,SIGUIRI,12/30/14,0,0,0,SIGUIRI
Guinea,TELIMELE,12/30/14,0,0,0,TELIMELE
Guinea,TOUGUE,12/30/14,0,0,0,TOUGUE
Guinea,YOMOU,12/30/14,0,0,0,YOMOU
Liberia,BOMI,12/30/14,0,0,0,BOMI
Liberia,BONG,12/30/14,0,0,0,BONG
Liberia,GBARPOLU,12/30/14,0,0,0,GBARPOLU
Liberia,GRAND BASSA,12/30/14,0,0,0,GRANDBASSA
Liberia,GRAND CAPE MOUNT,12/30/14,0,0,0,GRANDCAPEMOUNT
Liberia,GRAND GEDEH,12/30/14,0,0,0,GRANDGEDEH
Liberia,GRAND KRU,12/30/14,0,0,0,GRANDKRU
Liberia,LOFA,12/30/14,0,0,0,LOFA
Liberia,MARGIBI,12/30/14,0,0,0,MARGIBI
Liberia,MARYLAND,12/30/14,0,0,0,MARYLAND
Liberia,MONTSERRADO,12/30/14,0,0,0,MONTSERRADO
Liberia,NIMBA,12/30/14,0,0,0,NIMBA
Liberia,RIVER GEE,12/30/14,0,0,0,RIVERGEE
Liberia,RIVERCESS,12/30/14,0,0,0,RIVERCESS
Liberia,SINOE,12/30/14,0,0,0,SINOE
Sierra Leone,BO,12/30/14,0,0,0,BO
Sierra Leone,BOMBALI,12/30/14,0,0,0,BOMBALI
Sierra Leone,BONTHE,12/30/14,0,0,0,BONTHE
Sierra Leone,KAILAHUN,12/30/14,0,0,0,KAILAHUN
Sierra Leone,KAMBIA,12/30/14,0,0,0,KAMBIA
Sierra Leone,KENEMA,12/30/14,0,0,0,KENEMA
Sierra Leone,KOINADUGU,12/30/14,0,0,0,KOINADUGU
Sierra Leone,KONO,12/30/14,0,0,0,KONO
Sierra Leone,MOYAMBA,12/30/14,0,0,0,MOYAMBA
Sierra Leone,PORT LOKO,12/30/14,0,0,0,PORTLOKO
Sierra Leone,PUJEHUN,12/30/14,0,0,0,PUJEHUN
Sierra Leone,TONKOLILI,12/30/14,0,0,0,TONKOLILI
Sierra Leone,WESTERN AREA RURAL,12/30/14,0,0,0,WESTERNAREARURAL
Sierra Leone,WESTERN AREA URBAN,12/30/14,0,0,0,WESTERNAREAURBAN
Guinea,BEYLA,1/6/15,0,0,1,BEYLA
Guinea,BOFFA,1/6/15,0,0,1,BOFFA
Guinea,BOKE,1/6/15,0,0,1,BOKE
Guinea,CONAKRY,1/6/15,0,0,1,CONAKRY
Guinea,COYAH,1/6/15,0,0,1,COYAH
Guinea,DABOLA,1/6/15,0,0,1,DABOLA
Guinea,DALABA,1/6/15,0,0,1,DALABA
Guinea,DINGUIRAYE,1/6/15,0,0,1,DINGUIRAYE
Guinea,DUBREKA,1/6/15,0,0,1,DUBREKA
Guinea,FARANAH,1/6/15,0,0,1,FARANAH
Guinea,FORECARIAH,1/6/15,0,0,1,FORECARIAH
Guinea,FRIA,1/6/15,0,0,1,FRIA
Guinea,GAOUAL,1/6/15,0,0,1,GAOUAL
Guinea,GUECKEDOU,1/6/15,0,0,1,GUECKEDOU
Guinea,KANKAN,1/6/15,0,0,1,KANKAN
Guinea,KEROUANE,1/6/15,0,0,1,KEROUANE
Guinea,KINDIA,1/6/15,0,0,1,KINDIA
Guinea,KISSIDOUGOU,1/6/15,0,0,1,KISSIDOUGOU
Guinea,KOUBIA,1/6/15,0,0,1,KOUBIA
Guinea,KOUNDARA,1/6/15,0,0,1,KOUNDARA
Guinea,KOUROUSSA,1/6/15,0,0,1,KOUROUSSA
Guinea,LABE,1/6/15,0,0,1,LABE
Guinea,LELOUMA,1/6/15,0,0,1,LELOUMA
Guinea,LOLA,1/6/15,0,0,1,LOLA
Guinea,MACENTA,1/6/15,0,0,1,MACENTA
Guinea,MALI,1/6/15,0,0,1,MALI
Guinea,MAMOU,1/6/15,0,0,1,MAMOU
Guinea,NZEREKORE,1/6/15,0,0,1,NZEREKORE
Guinea,PITA,1/6/15,0,0,1,PITA
Guinea,SIGUIRI,1/6/15,0,0,1,SIGUIRI
Guinea,TELIMELE,1/6/15,0,0,1,TELIMELE
Guinea,TOUGUE,1/6/15,0,0,1,TOUGUE
Guinea,YOMOU,1/6/15,0,0,1,YOMOU
Liberia,BOMI,1/6/15,0,0,1,BOMI
Liberia,BONG,1/6/15,0,0,1,BONG
Liberia,GBARPOLU,1/6/15,0,0,1,GBARPOLU
Liberia,GRAND BASSA,1/6/15,0,0,1,GRANDBASSA
Liberia,GRAND CAPE MOUNT,1/6/15,0,0,1,GRANDCAPEMOUNT
Liberia,GRAND GEDEH,1/6/15,0,0,1,GRANDGEDEH
Liberia,GRAND KRU,1/6/15,0,0,1,GRANDKRU
Liberia,LOFA,1/6/15,0,0,1,LOFA
Liberia,MARGIBI,1/6/15,0,0,1,MARGIBI
Liberia,MARYLAND,1/6/15,0,0,1,MARYLAND
Liberia,MONTSERRADO,1/6/15,0,0,1,MONTSERRADO
Liberia,NIMBA,1/6/15,0,0,1,NIMBA
Liberia,RIVER GEE,1/6/15,0,0,1,RIVERGEE
Liberia,RIVERCESS,1/6/15,0,0,1,RIVERCESS
Liberia,SINOE,1/6/15,0,0,1,SINOE
Sierra Leone,BO,1/6/15,0,0,1,BO
Sierra Leone,BOMBALI,1/6/15,0,0,1,BOMBALI
Sierra Leone,BONTHE,1/6/15,0,0,1,BONTHE
Sierra Leone,KAILAHUN,1/6/15,0,0,1,KAILAHUN
Sierra Leone,KAMBIA,1/6/15,0,0,1,KAMBIA
Sierra Leone,KENEMA,1/6/15,0,0,1,KENEMA
Sierra Leone,KOINADUGU,1/6/15,0,0,1,KOINADUGU
Sierra Leone,KONO,1/6/15,0,0,1,KONO
Sierra Leone,MOYAMBA,1/6/15,0,0,1,MOYAMBA
Sierra Leone,PORT LOKO,1/6/15,0,0,1,PORTLOKO
Sierra Leone,PUJEHUN,1/6/15,0,0,1,PUJEHUN
Sierra Leone,TONKOLILI,1/6/15,0,0,1,TONKOLILI
Sierra Leone,WESTERN AREA RURAL,1/6/15,0,0,1,WESTERNAREARURAL
Sierra Leone,WESTERN AREA URBAN,1/6/15,0,0,1,WESTERNAREAURBAN
Guinea,BEYLA,1/13/15,0,0,2,BEYLA
Guinea,BOFFA,1/13/15,0,0,2,BOFFA
Guinea,BOKE,1/13/15,0,0,2,BOKE
Guinea,CONAKRY,1/13/15,0,0,2,CONAKRY
Guinea,COYAH,1/13/15,0,0,2,COYAH
Guinea,DABOLA,1/13/15,0,0,2,DABOLA
Guinea,DALABA,1/13/15,0,0,2,DALABA
Guinea,DINGUIRAYE,1/13/15,0,0,2,DINGUIRAYE
Guinea,DUBREKA,1/13/15,0,0,2,DUBREKA
Guinea,FARANAH,1/13/15,0,0,2,FARANAH
Guinea,FORECARIAH,1/13/15,0,0,2,FORECARIAH
Guinea,FRIA,1/13/15,0,0,2,FRIA
Guinea,GAOUAL,1/13/15,0,0,2,GAOUAL
Guinea,GUECKEDOU,1/13/15,0,0,2,GUECKEDOU
Guinea,KANKAN,1/13/15,0,0,2,KANKAN
Guinea,KEROUANE,1/13/15,0,0,2,KEROUANE
Guinea,KINDIA,1/13/15,0,0,2,KINDIA
Guinea,KISSIDOUGOU,1/13/15,0,0,2,KISSIDOUGOU
Guinea,KOUBIA,1/13/15,0,0,2,KOUBIA
Guinea,KOUNDARA,1/13/15,0,0,2,KOUNDARA
Guinea,KOUROUSSA,1/13/15,0,0,2,KOUROUSSA
Guinea,LABE,1/13/15,0,0,2,LABE
Guinea,LELOUMA,1/13/15,0,0,2,LELOUMA
Guinea,LOLA,1/13/15,0,0,2,LOLA
Guinea,MACENTA,1/13/15,0,0,2,MACENTA
Guinea,MALI,1/13/15,0,0,2,MALI
Guinea,MAMOU,1/13/15,0,0,2,MAMOU
Guinea,NZEREKORE,1/13/15,0,0,2,NZEREKORE
Guinea,PITA,1/13/15,0,0,2,PITA
Guinea,SIGUIRI,1/13/15,0,0,2,SIGUIRI
Guinea,TELIMELE,1/13/15,0,0,2,TELIMELE
Guinea,TOUGUE,1/13/15,0,0,2,TOUGUE
Guinea,YOMOU,1/13/15,0,0,2,YOMOU
Liberia,BOMI,1/13/15,0,0,2,BOMI
Liberia,BONG,1/13/15,0,0,2,BONG
Liberia,GBARPOLU,1/13/15,0,0,2,GBARPOLU
Liberia,GRAND BASSA,1/13/15,0,0,2,GRANDBASSA
Liberia,GRAND CAPE MOUNT,1/13/15,0,0,2,GRANDCAPEMOUNT
Liberia,GRAND GEDEH,1/13/15,0,0,2,GRANDGEDEH
Liberia,GRAND KRU,1/13/15,0,0,2,GRANDKRU
Liberia,LOFA,1/13/15,0,0,2,LOFA
Liberia,MARGIBI,1/13/15,0,0,2,MARGIBI
Liberia,MARYLAND,1/13/15,0,0,2,MARYLAND
Liberia,MONTSERRADO,1/13/15,0,0,2,MONTSERRADO
Liberia,NIMBA,1/13/15,0,0,2,NIMBA
Liberia,RIVER GEE,1/13/15,0,0,2,RIVERGEE
Liberia,RIVERCESS,1/13/15,0,0,2,RIVERCESS
Liberia,SINOE,1/13/15,0,0,2,SINOE
Sierra Leone,BO,1/13/15,0,0,2,BO
Sierra Leone,BOMBALI,1/13/15,0,0,2,BOMBALI
Sierra Leone,BONTHE,1/13/15,0,0,2,BONTHE
Sierra Leone,KAILAHUN,1/13/15,0,0,2,KAILAHUN
Sierra Leone,KAMBIA,1/13/15,0,0,2,KAMBIA
Sierra Leone,KENEMA,1/13/15,0,0,2,KENEMA
Sierra Leone,KOINADUGU,1/13/15,0,0,2,KOINADUGU
Sierra Leone,KONO,1/13/15,0,0,2,KONO
Sierra Leone,MOYAMBA,1/13/15,0,0,2,MOYAMBA
Sierra Leone,PORT LOKO,1/13/15,0,0,2,PORTLOKO
Sierra Leone,PUJEHUN,1/13/15,0,0,2,PUJEHUN
Sierra Leone,TONKOLILI,1/13/15,0,0,2,TONKOLILI
Sierra Leone,WESTERN AREA RURAL,1/13/15,0,0,2,WESTERNAREARURAL
Sierra Leone,WESTERN AREA URBAN,1/13/15,0,0,2,WESTERNAREAURBAN
Guinea,BEYLA,1/20/15,0,0,3,BEYLA
Guinea,BOFFA,1/20/15,0,0,3,BOFFA
Guinea,BOKE,1/20/15,0,0,3,BOKE
Guinea,CONAKRY,1/20/15,0,0,3,CONAKRY
Guinea,COYAH,1/20/15,0,0,3,COYAH
Guinea,DABOLA,1/20/15,0,0,3,DABOLA
Guinea,DALABA,1/20/15,0,0,3,DALABA
Guinea,DINGUIRAYE,1/20/15,0,0,3,DINGUIRAYE
Guinea,DUBREKA,1/20/15,0,0,3,DUBREKA
Guinea,FARANAH,1/20/15,0,0,3,FARANAH
Guinea,FORECARIAH,1/20/15,0,0,3,FORECARIAH
Guinea,FRIA,1/20/15,0,0,3,FRIA
Guinea,GAOUAL,1/20/15,0,0,3,GAOUAL
Guinea,GUECKEDOU,1/20/15,0,0,3,GUECKEDOU
Guinea,KANKAN,1/20/15,0,0,3,KANKAN
Guinea,KEROUANE,1/20/15,0,0,3,KEROUANE
Guinea,KINDIA,1/20/15,0,0,3,KINDIA
Guinea,KISSIDOUGOU,1/20/15,0,0,3,KISSIDOUGOU
Guinea,KOUBIA,1/20/15,0,0,3,KOUBIA
Guinea,KOUNDARA,1/20/15,0,0,3,KOUNDARA
Guinea,KOUROUSSA,1/20/15,0,0,3,KOUROUSSA
Guinea,LABE,1/20/15,0,0,3,LABE
Guinea,LELOUMA,1/20/15,0,0,3,LELOUMA
Guinea,LOLA,1/20/15,0,0,3,LOLA
Guinea,MACENTA,1/20/15,0,0,3,MACENTA
Guinea,MALI,1/20/15,0,0,3,MALI
Guinea,MAMOU,1/20/15,0,0,3,MAMOU
Guinea,NZEREKORE,1/20/15,0,0,3,NZEREKORE
Guinea,PITA,1/20/15,0,0,3,PITA
Guinea,SIGUIRI,1/20/15,0,0,3,SIGUIRI
Guinea,TELIMELE,1/20/15,0,0,3,TELIMELE
Guinea,TOUGUE,1/20/15,0,0,3,TOUGUE
Guinea,YOMOU,1/20/15,0,0,3,YOMOU
Liberia,BOMI,1/20/15,0,0,3,BOMI
Liberia,BONG,1/20/15,0,0,3,BONG
Liberia,GBARPOLU,1/20/15,0,0,3,GBARPOLU
Liberia,GRAND BASSA,1/20/15,0,0,3,GRANDBASSA
Liberia,GRAND CAPE MOUNT,1/20/15,0,0,3,GRANDCAPEMOUNT
Liberia,GRAND GEDEH,1/20/15,0,0,3,GRANDGEDEH
Liberia,GRAND KRU,1/20/15,0,0,3,GRANDKRU
Liberia,LOFA,1/20/15,0,0,3,LOFA
Liberia,MARGIBI,1/20/15,0,0,3,MARGIBI
Liberia,MARYLAND,1/20/15,0,0,3,MARYLAND
Liberia,MONTSERRADO,1/20/15,0,0,3,MONTSERRADO
Liberia,NIMBA,1/20/15,0,0,3,NIMBA
Liberia,RIVER GEE,1/20/15,0,0,3,RIVERGEE
Liberia,RIVERCESS,1/20/15,0,0,3,RIVERCESS
Liberia,SINOE,1/20/15,0,0,3,SINOE
Sierra Leone,BO,1/20/15,0,0,3,BO
Sierra Leone,BOMBALI,1/20/15,0,0,3,BOMBALI
Sierra Leone,BONTHE,1/20/15,0,0,3,BONTHE
Sierra Leone,KAILAHUN,1/20/15,0,0,3,KAILAHUN
Sierra Leone,KAMBIA,1/20/15,0,0,3,KAMBIA
Sierra Leone,KENEMA,1/20/15,0,0,3,KENEMA
Sierra Leone,KOINADUGU,1/20/15,0,0,3,KOINADUGU
Sierra Leone,KONO,1/20/15,0,0,3,KONO
Sierra Leone,MOYAMBA,1/20/15,0,0,3,MOYAMBA
Sierra Leone,PORT LOKO,1/20/15,0,0,3,PORTLOKO
Sierra Leone,PUJEHUN,1/20/15,0,0,3,PUJEHUN
Sierra Leone,TONKOLILI,1/20/15,0,0,3,TONKOLILI
Sierra Leone,WESTERN AREA RURAL,1/20/15,0,0,3,WESTERNAREARURAL
Sierra Leone,WESTERN AREA URBAN,1/20/15,0,0,3,WESTERNAREAURBAN
Guinea,BEYLA,1/27/15,0,0,4,BEYLA
Guinea,BOFFA,1/27/15,0,0,4,BOFFA
Guinea,BOKE,1/27/15,0,0,4,BOKE
Guinea,CONAKRY,1/27/15,0,0,4,CONAKRY
Guinea,COYAH,1/27/15,0,0,4,COYAH
Guinea,DABOLA,1/27/15,0,0,4,DABOLA
Guinea,DALABA,1/27/15,0,0,4,DALABA
Guinea,DINGUIRAYE,1/27/15,0,0,4,DINGUIRAYE
Guinea,DUBREKA,1/27/15,0,0,4,DUBREKA
Guinea,FARANAH,1/27/15,0,0,4,FARANAH
