"","Country","DistrictName","Week","Probable","Confirmed","ConfirmedFOI","ProbableFOI","DistrictID","WeekID","ProbableCumulative","ConfirmedCumulative","PopulationSize"
"578","Liberia","LOFA","1/27/14",0,0,0,0,"LOFA",4,0,0,341924
"580","Liberia","MARGIBI","1/27/14",0,0,0,0,"MARGIBI",4,0,0,259254
"582","Liberia","MARYLAND","1/27/14",0,0,0,0,"MARYLAND",4,0,0,167883
"584","Liberia","MONTSERRADO","1/27/14",0,0,0,0,"MONTSERRADO",4,0,0,1381022
"586","Liberia","NIMBA","1/27/14",0,0,0,0,"NIMBA",4,0,0,570600
"588","Liberia","RIVER GEE","1/27/14",0,0,0,0,"RIVERGEE",4,0,0,82484
"590","Liberia","RIVERCESS","1/27/14",0,0,0,0,"RIVERCESS",4,0,0,88313
"592","Liberia","SINOE","1/27/14",0,0,0,0,"SINOE",4,0,0,126452
"594","Sierra Leone","BO","1/27/14",0,0,0,0,"BO",4,0,0,587350
"596","Sierra Leone","BOMBALI","1/27/14",0,0,0,0,"BOMBALI",4,0,0,517326
"598","Sierra Leone","BONTHE","1/27/14",0,0,0,0,"BONTHE",4,0,0,176948
"600","Sierra Leone","KAILAHUN","1/27/14",0,0,0,0,"KAILAHUN",4,0,0,453736
"602","Sierra Leone","KAMBIA","1/27/14",0,0,0,0,"KAMBIA",4,0,0,342607
"604","Sierra Leone","KENEMA","1/27/14",0,0,0,0,"KENEMA",4,0,0,630774
"606","Sierra Leone","KOINADUGU","1/27/14",0,0,0,0,"KOINADUGU",4,0,0,336648
"608","Sierra Leone","KONO","1/27/14",0,0,0,0,"KONO",4,0,0,424868
"610","Sierra Leone","MOYAMBA","1/27/14",0,0,0,0,"MOYAMBA",4,0,0,330507
"612","Sierra Leone","PORT LOKO","1/27/14",0,0,0,0,"PORTLOKO",4,0,0,574781
"614","Sierra Leone","PUJEHUN","1/27/14",0,0,0,0,"PUJEHUN",4,0,0,289315
"616","Sierra Leone","TONKOLILI","1/27/14",0,0,0,0,"TONKOLILI",4,0,0,439810
"618","Sierra Leone","WESTERN AREA RURAL","1/27/14",0,0,0,0,"WESTERNAREARURAL",4,0,0,1199763
"620","Sierra Leone","WESTERN AREA URBAN","1/27/14",0,0,0,0,"WESTERNAREAURBAN",4,0,0,979034
"622","Guinea","BEYLA","2/3/14",0,0,0,0,"BEYLA",5,0,0,325482
"624","Guinea","BOFFA","2/3/14",0,0,0,0.500775287912489,"BOFFA",5,0,0,211063
"626","Guinea","BOKE","2/3/14",0,0,0,0,"BOKE",5,0,0,449405
"628","Guinea","CONAKRY","2/3/14",0,0,0,0.500775287912489,"CONAKRY",5,0,0,1667864
"630","Guinea","COYAH","2/3/14",0,0,0,0.500775287912489,"COYAH",5,0,0,264164
"632","Guinea","DABOLA","2/3/14",0,0,0,0,"DABOLA",5,0,0,182951
"634","Guinea","DALABA","2/3/14",0,0,0,0,"DALABA",5,0,0,136320
"636","Guinea","DINGUIRAYE","2/3/14",0,0,0,0,"DINGUIRAYE",5,0,0,195662
"638","Guinea","DUBREKA","2/3/14",0,0,0,2.63905732961526,"DUBREKA",5,0,0,328418
"640","Guinea","FARANAH","2/3/14",0,0,0,0,"FARANAH",5,0,0,280511
"642","Guinea","FORECARIAH","2/3/14",0,0,0,0,"FORECARIAH",5,0,0,244649
"644","Guinea","FRIA","2/3/14",0,0,0,0.500775287912489,"FRIA",5,0,0,96527
"646","Guinea","GAOUAL","2/3/14",0,0,0,0,"GAOUAL",5,0,0,194245
"648","Guinea","GUECKEDOU","2/3/14",5,0,0,0,"GUECKEDOU",5,0,0,291823
"650","Guinea","KANKAN","2/3/14",0,0,0,0,"KANKAN",5,0,0,472112
"652","Guinea","KEROUANE","2/3/14",0,0,0,0,"KEROUANE",5,0,0,211017
"654","Guinea","KINDIA","2/3/14",0,0,0,0.500775287912489,"KINDIA",5,0,0,438315
"656","Guinea","KISSIDOUGOU","2/3/14",0,0,0,0,"KISSIDOUGOU",5,0,0,283609
"658","Guinea","KOUBIA","2/3/14",0,0,0,0,"KOUBIA",5,0,0,101171
"660","Guinea","KOUNDARA","2/3/14",0,0,0,0,"KOUNDARA",5,0,0,130205
"662","Guinea","KOUROUSSA","2/3/14",0,0,0,0,"KOUROUSSA",5,0,0,268224
"664","Guinea","LABE","2/3/14",0,0,0,0,"LABE",5,0,0,318663
"666","Guinea","LELOUMA","2/3/14",0,0,0,0,"LELOUMA",5,0,0,162634
"668","Guinea","LOLA","2/3/14",0,0,0,0,"LOLA",5,0,0,175213
"670","Guinea","MACENTA","2/3/14",0,0,0,0,"MACENTA",5,0,0,298282
"672","Guinea","MALI","2/3/14",0,0,0,0,"MALI",5,0,0,290320
"674","Guinea","MAMOU","2/3/14",0,0,0,0,"MAMOU",5,0,0,318738
"676","Guinea","N'ZEREKORE","2/3/14",0,0,0,0,"NZEREKORE",5,0,0,396118
"678","Guinea","PITA","2/3/14",0,0,0,0,"PITA",5,0,0,277059
"680","Guinea","SIGUIRI","2/3/14",0,0,0,0,"SIGUIRI",5,0,0,695449
"682","Guinea","TELIMELE","2/3/14",0,0,0,0.500775287912489,"TELIMELE",5,0,0,283639
"684","Guinea","TOUGUE","2/3/14",0,0,0,0,"TOUGUE",5,0,0,122959
"686","Guinea","YOMOU","2/3/14",0,0,0,0,"YOMOU",5,0,0,176664
"688","Liberia","BOMI","2/3/14",0,0,0,0,"BOMI",5,0,0,103887
"690","Liberia","BONG","2/3/14",0,0,0,0,"BONG",5,0,0,411847
"692","Liberia","GBARPOLU","2/3/14",0,0,0,0,"GBARPOLU",5,0,0,102984
"694","Liberia","GRAND BASSA","2/3/14",0,0,0,0,"GRANDBASSA",5,0,0,273790
"696","Liberia","GRAND CAPE MOUNT","2/3/14",0,0,0,0,"GRANDCAPEMOUNT",5,0,0,156938
"698","Liberia","GRAND GEDEH","2/3/14",0,0,0,0,"GRANDGEDEH",5,0,0,154693
"700","Liberia","GRAND KRU","2/3/14",0,0,0,0,"GRANDKRU",5,0,0,71522
"702","Liberia","LOFA","2/3/14",0,0,0,0,"LOFA",5,0,0,341924
"704","Liberia","MARGIBI","2/3/14",0,0,0,0,"MARGIBI",5,0,0,259254
"706","Liberia","MARYLAND","2/3/14",0,0,0,0,"MARYLAND",5,0,0,167883
"708","Liberia","MONTSERRADO","2/3/14",0,0,0,0,"MONTSERRADO",5,0,0,1381022
"710","Liberia","NIMBA","2/3/14",0,0,0,0,"NIMBA",5,0,0,570600
"712","Liberia","RIVER GEE","2/3/14",0,0,0,0,"RIVERGEE",5,0,0,82484
"714","Liberia","RIVERCESS","2/3/14",0,0,0,0,"RIVERCESS",5,0,0,88313
"716","Liberia","SINOE","2/3/14",0,0,0,0,"SINOE",5,0,0,126452
"718","Sierra Leone","BO","2/3/14",0,0,0,0,"BO",5,0,0,587350
"720","Sierra Leone","BOMBALI","2/3/14",0,0,0,0,"BOMBALI",5,0,0,517326
"722","Sierra Leone","BONTHE","2/3/14",0,0,0,0,"BONTHE",5,0,0,176948
"724","Sierra Leone","KAILAHUN","2/3/14",0,0,0,0,"KAILAHUN",5,0,0,453736
"726","Sierra Leone","KAMBIA","2/3/14",0,0,0,0,"KAMBIA",5,0,0,342607
"728","Sierra Leone","KENEMA","2/3/14",0,0,0,0,"KENEMA",5,0,0,630774
"730","Sierra Leone","KOINADUGU","2/3/14",0,0,0,0,"KOINADUGU",5,0,0,336648
"732","Sierra Leone","KONO","2/3/14",0,0,0,0,"KONO",5,0,0,424868
"734","Sierra Leone","MOYAMBA","2/3/14",0,0,0,0,"MOYAMBA",5,0,0,330507
"736","Sierra Leone","PORT LOKO","2/3/14",0,0,0,0,"PORTLOKO",5,0,0,574781
"738","Sierra Leone","PUJEHUN","2/3/14",0,0,0,0,"PUJEHUN",5,0,0,289315
"740","Sierra Leone","TONKOLILI","2/3/14",0,0,0,0,"TONKOLILI",5,0,0,439810
"742","Sierra Leone","WESTERN AREA RURAL","2/3/14",0,0,0,0,"WESTERNAREARURAL",5,0,0,1199763
"744","Sierra Leone","WESTERN AREA URBAN","2/3/14",0,0,0,0,"WESTERNAREAURBAN",5,0,0,979034
"746","Guinea","BEYLA","2/10/14",0,0,0,0,"BEYLA",6,0,0,325482
"748","Guinea","BOFFA","2/10/14",0,0,0,0.405465108108164,"BOFFA",6,0,0,211063
"750","Guinea","BOKE","2/10/14",0,0,0,0,"BOKE",6,0,0,449405
"752","Guinea","CONAKRY","2/10/14",0,0,0,0.405465108108164,"CONAKRY",6,0,0,1667864
"754","Guinea","COYAH","2/10/14",0,0,0,0.405465108108164,"COYAH",6,0,0,264164
"756","Guinea","DABOLA","2/10/14",0,0,0,0,"DABOLA",6,0,0,182951
"758","Guinea","DALABA","2/10/14",0,0,0,0,"DALABA",6,0,0,136320
"760","Guinea","DINGUIRAYE","2/10/14",0,0,0,0,"DINGUIRAYE",6,0,0,195662
"762","Guinea","DUBREKA","2/10/14",0,0,0,2.39789527279837,"DUBREKA",6,0,0,328418
"764","Guinea","FARANAH","2/10/14",0,0,0,0,"FARANAH",6,0,0,280511
"766","Guinea","FORECARIAH","2/10/14",0,0,0,0,"FORECARIAH",6,0,0,244649
"768","Guinea","FRIA","2/10/14",0,0,0,0.405465108108164,"FRIA",6,0,0,96527
"770","Guinea","GAOUAL","2/10/14",0,0,0,0,"GAOUAL",6,0,0,194245
"772","Guinea","GUECKEDOU","2/10/14",2,0,0,0.00249673492553456,"GUECKEDOU",6,0,0,291823
"774","Guinea","KANKAN","2/10/14",0,0,0,0,"KANKAN",6,0,0,472112
"776","Guinea","KEROUANE","2/10/14",0,0,0,0,"KEROUANE",6,0,0,211017
"778","Guinea","KINDIA","2/10/14",0,0,0,0.405465108108164,"KINDIA",6,0,0,438315
"780","Guinea","KISSIDOUGOU","2/10/14",0,0,0,0,"KISSIDOUGOU",6,0,0,283609
"782","Guinea","KOUBIA","2/10/14",0,0,0,0,"KOUBIA",6,0,0,101171
"784","Guinea","KOUNDARA","2/10/14",0,0,0,0,"KOUNDARA",6,0,0,130205
"786","Guinea","KOUROUSSA","2/10/14",0,0,0,0,"KOUROUSSA",6,0,0,268224
"788","Guinea","LABE","2/10/14",0,0,0,0,"LABE",6,0,0,318663
"790","Guinea","LELOUMA","2/10/14",0,0,0,0,"LELOUMA",6,0,0,162634
"792","Guinea","LOLA","2/10/14",0,0,0,0,"LOLA",6,0,0,175213
"794","Guinea","MACENTA","2/10/14",1,0,0,0,"MACENTA",6,0,0,298282
"796","Guinea","MALI","2/10/14",0,0,0,0,"MALI",6,0,0,290320
"798","Guinea","MAMOU","2/10/14",0,0,0,0,"MAMOU",6,0,0,318738
"800","Guinea","N'ZEREKORE","2/10/14",0,0,0,0,"NZEREKORE",6,0,0,396118
"802","Guinea","PITA","2/10/14",0,0,0,0,"PITA",6,0,0,277059
"804","Guinea","SIGUIRI","2/10/14",0,0,0,0,"SIGUIRI",6,0,0,695449
"806","Guinea","TELIMELE","2/10/14",0,0,0,0.405465108108164,"TELIMELE",6,0,0,283639
"808","Guinea","TOUGUE","2/10/14",0,0,0,0,"TOUGUE",6,0,0,122959
"810","Guinea","YOMOU","2/10/14",0,0,0,0,"YOMOU",6,0,0,176664
"812","Liberia","BOMI","2/10/14",0,0,0,0,"BOMI",6,0,0,103887
"814","Liberia","BONG","2/10/14",0,0,0,0,"BONG",6,0,0,411847
"816","Liberia","GBARPOLU","2/10/14",0,0,0,0.00249688019858715,"GBARPOLU",6,0,0,102984
"818","Liberia","GRAND BASSA","2/10/14",0,0,0,0,"GRANDBASSA",6,0,0,273790
"820","Liberia","GRAND CAPE MOUNT","2/10/14",0,0,0,0,"GRANDCAPEMOUNT",6,0,0,156938
"822","Liberia","GRAND GEDEH","2/10/14",0,0,0,0,"GRANDGEDEH",6,0,0,154693
"824","Liberia","GRAND KRU","2/10/14",0,0,0,0,"GRANDKRU",6,0,0,71522
"826","Liberia","LOFA","2/10/14",0,0,0,0.00249688019858715,"LOFA",6,0,0,341924
"828","Liberia","MARGIBI","2/10/14",0,0,0,0,"MARGIBI",6,0,0,259254
"830","Liberia","MARYLAND","2/10/14",0,0,0,0,"MARYLAND",6,0,0,167883
"832","Liberia","MONTSERRADO","2/10/14",0,0,0,0,"MONTSERRADO",6,0,0,1381022
"834","Liberia","NIMBA","2/10/14",0,0,0,0,"NIMBA",6,0,0,570600
"836","Liberia","RIVER GEE","2/10/14",0,0,0,0,"RIVERGEE",6,0,0,82484
"838","Liberia","RIVERCESS","2/10/14",0,0,0,0,"RIVERCESS",6,0,0,88313
"840","Liberia","SINOE","2/10/14",0,0,0,0,"SINOE",6,0,0,126452
"842","Sierra Leone","BO","2/10/14",0,0,0,0,"BO",6,0,0,587350
"844","Sierra Leone","BOMBALI","2/10/14",0,0,0,0,"BOMBALI",6,0,0,517326
"846","Sierra Leone","BONTHE","2/10/14",0,0,0,0,"BONTHE",6,0,0,176948
"848","Sierra Leone","KAILAHUN","2/10/14",0,0,0,0.693147180559945,"KAILAHUN",6,0,0,453736
"850","Sierra Leone","KAMBIA","2/10/14",0,0,0,0,"KAMBIA",6,0,0,342607
"852","Sierra Leone","KENEMA","2/10/14",0,0,0,0.048790164169432,"KENEMA",6,0,0,630774
"854","Sierra Leone","KOINADUGU","2/10/14",0,0,0,0,"KOINADUGU",6,0,0,336648
"856","Sierra Leone","KONO","2/10/14",0,0,0,0.048790164169432,"KONO",6,0,0,424868
"858","Sierra Leone","MOYAMBA","2/10/14",0,0,0,0,"MOYAMBA",6,0,0,330507
"860","Sierra Leone","PORT LOKO","2/10/14",0,0,0,0,"PORTLOKO",6,0,0,574781
"862","Sierra Leone","PUJEHUN","2/10/14",0,0,0,0,"PUJEHUN",6,0,0,289315
"864","Sierra Leone","TONKOLILI","2/10/14",0,0,0,0,"TONKOLILI",6,0,0,439810
"866","Sierra Leone","WESTERN AREA RURAL","2/10/14",0,0,0,0,"WESTERNAREARURAL",6,0,0,1199763
"868","Sierra Leone","WESTERN AREA URBAN","2/10/14",0,0,0,0,"WESTERNAREAURBAN",6,0,0,979034
"870","Guinea","BEYLA","2/17/14",0,0,0,0,"BEYLA",7,0,0,325482
"872","Guinea","BOFFA","2/17/14",0,0,0,0.405465108108164,"BOFFA",7,0,0,211063
"874","Guinea","BOKE","2/17/14",0,0,0,0,"BOKE",7,0,0,449405
"876","Guinea","CONAKRY","2/17/14",0,0,0,0.405465108108164,"CONAKRY",7,0,0,1667864
"878","Guinea","COYAH","2/17/14",0,0,0,0.405465108108164,"COYAH",7,0,0,264164
"880","Guinea","DABOLA","2/17/14",0,0,0,0,"DABOLA",7,0,0,182951
"882","Guinea","DALABA","2/17/14",0,0,0,0,"DALABA",7,0,0,136320
"884","Guinea","DINGUIRAYE","2/17/14",0,0,0,0,"DINGUIRAYE",7,0,0,195662
"886","Guinea","DUBREKA","2/17/14",0,0,0,2.39789527279837,"DUBREKA",7,0,0,328418
"888","Guinea","FARANAH","2/17/14",0,0,0,0,"FARANAH",7,0,0,280511
"890","Guinea","FORECARIAH","2/17/14",0,0,0,0,"FORECARIAH",7,0,0,244649
"892","Guinea","FRIA","2/17/14",0,0,0,0.405465108108164,"FRIA",7,0,0,96527
"894","Guinea","GAOUAL","2/17/14",0,0,0,0,"GAOUAL",7,0,0,194245
"896","Guinea","GUECKEDOU","2/17/14",3,0,0,0.00747150465474477,"GUECKEDOU",7,0,0,291823
"898","Guinea","KANKAN","2/17/14",0,0,0,0,"KANKAN",7,0,0,472112
"900","Guinea","KEROUANE","2/17/14",0,0,0,0,"KEROUANE",7,0,0,211017
"902","Guinea","KINDIA","2/17/14",0,0,0,0.405465108108164,"KINDIA",7,0,0,438315
"904","Guinea","KISSIDOUGOU","2/17/14",0,0,0,0,"KISSIDOUGOU",7,0,0,283609
"906","Guinea","KOUBIA","2/17/14",0,0,0,0,"KOUBIA",7,0,0,101171
"908","Guinea","KOUNDARA","2/17/14",0,0,0,0,"KOUNDARA",7,0,0,130205
"910","Guinea","KOUROUSSA","2/17/14",0,0,0,0,"KOUROUSSA",7,0,0,268224
"912","Guinea","LABE","2/17/14",0,0,0,0,"LABE",7,0,0,318663
"914","Guinea","LELOUMA","2/17/14",0,0,0,0,"LELOUMA",7,0,0,162634
"916","Guinea","LOLA","2/17/14",0,0,0,0,"LOLA",7,0,0,175213
"918","Guinea","MACENTA","2/17/14",2,0,0,0,"MACENTA",7,0,0,298282
"920","Guinea","MALI","2/17/14",0,0,0,0,"MALI",7,0,0,290320
"922","Guinea","MAMOU","2/17/14",0,0,0,0,"MAMOU",7,0,0,318738
"924","Guinea","N'ZEREKORE","2/17/14",0,0,0,0,"NZEREKORE",7,0,0,396118
"926","Guinea","PITA","2/17/14",0,0,0,0,"PITA",7,0,0,277059
"928","Guinea","SIGUIRI","2/17/14",0,0,0,0,"SIGUIRI",7,0,0,695449
"930","Guinea","TELIMELE","2/17/14",0,0,0,0.405465108108164,"TELIMELE",7,0,0,283639
"932","Guinea","TOUGUE","2/17/14",0,0,0,0,"TOUGUE",7,0,0,122959
"934","Guinea","YOMOU","2/17/14",0,0,0,0,"YOMOU",7,0,0,176664
"936","Liberia","BOMI","2/17/14",0,0,0,0,"BOMI",7,0,0,103887
"938","Liberia","BONG","2/17/14",0,0,0,0,"BONG",7,0,0,411847
"940","Liberia","GBARPOLU","2/17/14",0,0,0,0.00747201483870106,"GBARPOLU",7,0,0,102984
"942","Liberia","GRAND BASSA","2/17/14",0,0,0,0,"GRANDBASSA",7,0,0,273790
"944","Liberia","GRAND CAPE MOUNT","2/17/14",0,0,0,0,"GRANDCAPEMOUNT",7,0,0,156938
"946","Liberia","GRAND GEDEH","2/17/14",0,0,0,0,"GRANDGEDEH",7,0,0,154693
"948","Liberia","GRAND KRU","2/17/14",0,0,0,0,"GRANDKRU",7,0,0,71522
"950","Liberia","LOFA","2/17/14",0,0,0,0.00747201483870106,"LOFA",7,0,0,341924
"952","Liberia","MARGIBI","2/17/14",0,0,0,0,"MARGIBI",7,0,0,259254
"954","Liberia","MARYLAND","2/17/14",0,0,0,0,"MARYLAND",7,0,0,167883
"956","Liberia","MONTSERRADO","2/17/14",0,0,0,0,"MONTSERRADO",7,0,0,1381022
"958","Liberia","NIMBA","2/17/14",0,0,0,0,"NIMBA",7,0,0,570600
"960","Liberia","RIVER GEE","2/17/14",0,0,0,0,"RIVERGEE",7,0,0,82484
"962","Liberia","RIVERCESS","2/17/14",0,0,0,0,"RIVERCESS",7,0,0,88313
"964","Liberia","SINOE","2/17/14",0,0,0,0,"SINOE",7,0,0,126452
"966","Sierra Leone","BO","2/17/14",0,0,0,0,"BO",7,0,0,587350
"968","Sierra Leone","BOMBALI","2/17/14",0,0,0,0,"BOMBALI",7,0,0,517326
"970","Sierra Leone","BONTHE","2/17/14",0,0,0,0,"BONTHE",7,0,0,176948
"972","Sierra Leone","KAILAHUN","2/17/14",0,0,0,1.38629436111989,"KAILAHUN",7,0,0,453736
"974","Sierra Leone","KAMBIA","2/17/14",0,0,0,0,"KAMBIA",7,0,0,342607
"976","Sierra Leone","KENEMA","2/17/14",0,0,0,0.139761942375159,"KENEMA",7,0,0,630774
"978","Sierra Leone","KOINADUGU","2/17/14",0,0,0,0,"KOINADUGU",7,0,0,336648
"980","Sierra Leone","KONO","2/17/14",0,0,0,0.139761942375159,"KONO",7,0,0,424868
"982","Sierra Leone","MOYAMBA","2/17/14",0,0,0,0,"MOYAMBA",7,0,0,330507
"984","Sierra Leone","PORT LOKO","2/17/14",0,0,0,0,"PORTLOKO",7,0,0,574781
"986","Sierra Leone","PUJEHUN","2/17/14",0,0,0,0,"PUJEHUN",7,0,0,289315
"988","Sierra Leone","TONKOLILI","2/17/14",0,0,0,0,"TONKOLILI",7,0,0,439810
"990","Sierra Leone","WESTERN AREA RURAL","2/17/14",0,0,0,0,"WESTERNAREARURAL",7,0,0,1199763
"992","Sierra Leone","WESTERN AREA URBAN","2/17/14",0,0,0,0,"WESTERNAREAURBAN",7,0,0,979034
"994","Guinea","BEYLA","2/24/14",0,0,0,0,"BEYLA",8,0,0,325482
"996","Guinea","BOFFA","2/24/14",0,0,0,0.470003629245736,"BOFFA",8,0,0,211063
"998","Guinea","BOKE","2/24/14",0,0,0,0,"BOKE",8,0,0,449405
"1000","Guinea","CONAKRY","2/24/14",0,0,0,0.470003629245736,"CONAKRY",8,0,0,1667864
"1002","Guinea","COYAH","2/24/14",0,0,0,0.470003629245736,"COYAH",8,0,0,264164
"1004","Guinea","DABOLA","2/24/14",0,0,0,0,"DABOLA",8,0,0,182951
"1006","Guinea","DALABA","2/24/14",0,0,0,0,"DALABA",8,0,0,136320
"1008","Guinea","DINGUIRAYE","2/24/14",0,0,0,0,"DINGUIRAYE",8,0,0,195662
"1010","Guinea","DUBREKA","2/24/14",0,0,0,2.56494935746154,"DUBREKA",8,0,0,328418
"1012","Guinea","FARANAH","2/24/14",0,0,0,0,"FARANAH",8,0,0,280511
"1014","Guinea","FORECARIAH","2/24/14",0,0,0,0,"FORECARIAH",8,0,0,244649
"1016","Guinea","FRIA","2/24/14",0,0,0,0.470003629245736,"FRIA",8,0,0,96527
"1018","Guinea","GAOUAL","2/24/14",0,0,0,0,"GAOUAL",8,0,0,194245
"1020","Guinea","GUECKEDOU","2/24/14",7,0,0.00249688019858715,0.0124213777530053,"GUECKEDOU",8,0,0,291823
"1022","Guinea","KANKAN","2/24/14",0,0,0,0,"KANKAN",8,0,0,472112
"1024","Guinea","KEROUANE","2/24/14",0,0,0,0,"KEROUANE",8,0,0,211017
"1026","Guinea","KINDIA","2/24/14",0,0,0,0.470003629245736,"KINDIA",8,0,0,438315
"1028","Guinea","KISSIDOUGOU","2/24/14",0,0,0,0,"KISSIDOUGOU",8,0,0,283609
"1030","Guinea","KOUBIA","2/24/14",0,0,0,0,"KOUBIA",8,0,0,101171
"1032","Guinea","KOUNDARA","2/24/14",0,0,0,0,"KOUNDARA",8,0,0,130205
"1034","Guinea","KOUROUSSA","2/24/14",0,0,0,0,"KOUROUSSA",8,0,0,268224
"1036","Guinea","LABE","2/24/14",0,0,0,0,"LABE",8,0,0,318663
"1038","Guinea","LELOUMA","2/24/14",0,0,0,0,"LELOUMA",8,0,0,162634
"1040","Guinea","LOLA","2/24/14",0,0,0,0,"LOLA",8,0,0,175213
"1042","Guinea","MACENTA","2/24/14",2,1,0,0,"MACENTA",8,0,0,298282
"1044","Guinea","MALI","2/24/14",0,0,0,0,"MALI",8,0,0,290320
"1046","Guinea","MAMOU","2/24/14",0,0,0,0,"MAMOU",8,0,0,318738
"1048","Guinea","N'ZEREKORE","2/24/14",0,0,0,0,"NZEREKORE",8,0,0,396118
"1050","Guinea","PITA","2/24/14",0,0,0,0,"PITA",8,0,0,277059
"1052","Guinea","SIGUIRI","2/24/14",0,0,0,0,"SIGUIRI",8,0,0,695449
"1054","Guinea","TELIMELE","2/24/14",0,0,0,0.470003629245736,"TELIMELE",8,0,0,283639
"1056","Guinea","TOUGUE","2/24/14",0,0,0,0,"TOUGUE",8,0,0,122959
"1058","Guinea","YOMOU","2/24/14",0,0,0,0,"YOMOU",8,0,0,176664
"1060","Liberia","BOMI","2/24/14",0,0,0,0,"BOMI",8,0,0,103887
"1062","Liberia","BONG","2/24/14",0,0,0,0,"BONG",8,0,0,411847
"1064","Liberia","GBARPOLU","2/24/14",0,0,0.00249688019858715,0.0124225199985571,"GBARPOLU",8,0,0,102984
"1066","Liberia","GRAND BASSA","2/24/14",0,0,0,0,"GRANDBASSA",8,0,0,273790
"1068","Liberia","GRAND CAPE MOUNT","2/24/14",0,0,0,0,"GRANDCAPEMOUNT",8,0,0,156938
"1070","Liberia","GRAND GEDEH","2/24/14",0,0,0,0,"GRANDGEDEH",8,0,0,154693
"1072","Liberia","GRAND KRU","2/24/14",0,0,0,0,"GRANDKRU",8,0,0,71522
"1074","Liberia","LOFA","2/24/14",0,0,0.00249688019858715,0.0124225199985571,"LOFA",8,0,0,341924
"1076","Liberia","MARGIBI","2/24/14",0,0,0,0,"MARGIBI",8,0,0,259254
"1078","Liberia","MARYLAND","2/24/14",0,0,0,0,"MARYLAND",8,0,0,167883
"1080","Liberia","MONTSERRADO","2/24/14",0,0,0,0,"MONTSERRADO",8,0,0,1381022
"1082","Liberia","NIMBA","2/24/14",0,0,0,0,"NIMBA",8,0,0,570600
"1084","Liberia","RIVER GEE","2/24/14",0,0,0,0,"RIVERGEE",8,0,0,82484
"1086","Liberia","RIVERCESS","2/24/14",0,0,0,0,"RIVERCESS",8,0,0,88313
"1088","Liberia","SINOE","2/24/14",0,0,0,0,"SINOE",8,0,0,126452
"1090","Sierra Leone","BO","2/24/14",0,0,0,0,"BO",8,0,0,587350
"1092","Sierra Leone","BOMBALI","2/24/14",0,0,0,0,"BOMBALI",8,0,0,517326
"1094","Sierra Leone","BONTHE","2/24/14",0,0,0,0,"BONTHE",8,0,0,176948
"1096","Sierra Leone","KAILAHUN","2/24/14",0,0,0.693147180559945,1.79175946922806,"KAILAHUN",8,0,0,453736
"1098","Sierra Leone","KAMBIA","2/24/14",0,0,0,0,"KAMBIA",8,0,0,342607
"1100","Sierra Leone","KENEMA","2/24/14",0,0,0.048790164169432,0.22314355131421,"KENEMA",8,0,0,630774
"1102","Sierra Leone","KOINADUGU","2/24/14",0,0,0,0,"KOINADUGU",8,0,0,336648
"1104","Sierra Leone","KONO","2/24/14",0,0,0.048790164169432,0.22314355131421,"KONO",8,0,0,424868
"1106","Sierra Leone","MOYAMBA","2/24/14",0,0,0,0,"MOYAMBA",8,0,0,330507
"1108","Sierra Leone","PORT LOKO","2/24/14",0,0,0,0,"PORTLOKO",8,0,0,574781
"1110","Sierra Leone","PUJEHUN","2/24/14",0,0,0,0,"PUJEHUN",8,0,0,289315
"1112","Sierra Leone","TONKOLILI","2/24/14",0,0,0,0,"TONKOLILI",8,0,0,439810
"1114","Sierra Leone","WESTERN AREA RURAL","2/24/14",0,0,0,0,"WESTERNAREARURAL",8,0,0,1199763
"1116","Sierra Leone","WESTERN AREA URBAN","2/24/14",0,0,0,0,"WESTERNAREAURBAN",8,0,0,979034
"1118","Guinea","BEYLA","3/3/14",0,0,0,0,"BEYLA",9,0,0,325482
"1120","Guinea","BOFFA","3/3/14",0,0,0,0.53062825106217,"BOFFA",9,0,0,211063
"1122","Guinea","BOKE","3/3/14",0,0,0,0.693147180559945,"BOKE",9,0,0,449405
"1124","Guinea","CONAKRY","3/3/14",1,0,0,0.500775051718507,"CONAKRY",9,0,0,1667864
"1126","Guinea","COYAH","3/3/14",0,0,0,0.500775287912489,"COYAH",9,0,0,264164
"1128","Guinea","DABOLA","3/3/14",0,0,0,0,"DABOLA",9,0,0,182951
"1130","Guinea","DALABA","3/3/14",0,0,0,0,"DALABA",9,0,0,136320
"1132","Guinea","DINGUIRAYE","3/3/14",0,0,0,0,"DINGUIRAYE",9,0,0,195662
"1134","Guinea","DUBREKA","3/3/14",0,0,0,2.63905732961526,"DUBREKA",9,0,0,328418
"1136","Guinea","FARANAH","3/3/14",0,0,0,0,"FARANAH",9,0,0,280511
"1138","Guinea","FORECARIAH","3/3/14",0,0,0,0,"FORECARIAH",9,0,0,244649
"1140","Guinea","FRIA","3/3/14",0,0,0,0.500775287912489,"FRIA",9,0,0,96527
"1142","Guinea","GAOUAL","3/3/14",0,0,0,0,"GAOUAL",9,0,0,194245
"1144","Guinea","GUECKEDOU","3/3/14",3,0,0.00747201483870106,0.014887093250612,"GUECKEDOU",9,0,0,291823
"1146","Guinea","KANKAN","3/3/14",0,0,0,0,"KANKAN",9,0,0,472112
"1148","Guinea","KEROUANE","3/3/14",0,0,0,0,"KEROUANE",9,0,0,211017
"1150","Guinea","KINDIA","3/3/14",0,0,0,0.500775287912489,"KINDIA",9,0,0,438315
