"","Country","DistrictName","Week","Probable","Confirmed","ConfirmedFOI","ProbableFOI","DistrictID","WeekID","ProbableCumulative","ConfirmedCumulative","PopulationSize"
"4864","Guinea","GUECKEDOU","9/29/14",2,2,2.24895414912143,2.57509752091578,"GUECKEDOU",39,0,0,291823
"4866","Guinea","KANKAN","9/29/14",0,0,0.22314355131421,0.223143127685828,"KANKAN",39,0,0,472112
"4868","Guinea","KEROUANE","9/29/14",3,3,1.14731511685902,1.33490678203138,"KEROUANE",39,0,0,211017
"4870","Guinea","KINDIA","9/29/14",0,0,2.91044236479169,2.97883174405524,"KINDIA",39,0,0,438315
"4872","Guinea","KISSIDOUGOU","9/29/14",0,0,0.916290731874155,1.19392246847243,"KISSIDOUGOU",39,0,0,283609
"4874","Guinea","KOUBIA","9/29/14",0,0,3.2188758248682,3.83297979808769,"KOUBIA",39,0,0,101171
"4876","Guinea","KOUNDARA","9/29/14",0,0,3.87743156065853,4.22683374526818,"KOUNDARA",39,0,0,130205
"4878","Guinea","KOUROUSSA","9/29/14",0,0,0.788453293199104,0.788449226017397,"KOUROUSSA",39,0,0,268224
"4880","Guinea","LABE","9/29/14",0,0,3.12456514539696,3.83406146395843,"LABE",39,0,0,318663
"4882","Guinea","LELOUMA","9/29/14",0,0,3.68762867221228,3.97311810478796,"LELOUMA",39,0,0,162634
"4884","Guinea","LOLA","9/29/14",8,6,0.451061114616247,2.67942608448055,"LOLA",39,0,0,175213
"4886","Guinea","MACENTA","9/29/14",55,53,3.43117428039365,3.79639959395745,"MACENTA",39,0,0,298282
"4888","Guinea","MALI","9/29/14",0,0,4.7090796493786,5.55004837471416,"MALI",39,0,0,290320
"4890","Guinea","MAMOU","9/29/14",0,0,0.559615787935423,0.717839793150317,"MAMOU",39,0,0,318738
"4892","Guinea","N'ZEREKORE","9/29/14",15,15,2.86152217606547,2.96021331328907,"NZEREKORE",39,0,0,396118
"4894","Guinea","PITA","9/29/14",1,1,5.51501518607849,5.53158048811693,"PITA",39,0,0,277059
"4896","Guinea","SIGUIRI","9/29/14",1,0,0.717834637667894,0.717833901168235,"SIGUIRI",39,0,0,695449
"4898","Guinea","TELIMELE","9/29/14",0,0,4.66947211302904,4.69400556390534,"TELIMELE",39,0,0,283639
"4900","Guinea","TOUGUE","9/29/14",0,0,2.63905732961526,3.01553490085017,"TOUGUE",39,0,0,122959
"4902","Guinea","YOMOU","9/29/14",0,0,5.10307099274604,5.16583209916189,"YOMOU",39,0,0,176664
"4904","Liberia","BOMI","9/29/14",4,3,0.371276731552044,0.371133288255232,"BOMI",39,0,0,103887
"4906","Liberia","BONG","9/29/14",18,15,3.55670358089645,3.78572848499871,"BONG",39,0,0,411847
"4908","Liberia","GBARPOLU","9/29/14",0,0,0.613828919468351,0.625929395623283,"GBARPOLU",39,0,0,102984
"4910","Liberia","GRAND BASSA","9/29/14",4,0,3.38770377801317,3.6530067573264,"GRANDBASSA",39,0,0,273790
"4912","Liberia","GRAND CAPE MOUNT","9/29/14",10,8,0.190589394645608,0.206972465960575,"GRANDCAPEMOUNT",39,0,0,156938
"4914","Liberia","GRAND GEDEH","9/29/14",1,1,1.65821761035043,1.7833804635796,"GRANDGEDEH",39,0,0,154693
"4916","Liberia","GRAND KRU","9/29/14",8,0,1.32175583998232,1.84828988115877,"GRANDKRU",39,0,0,71522
"4918","Liberia","LOFA","9/29/14",6,3,1.42357042416299,1.44172682369356,"LOFA",39,0,0,341924
"4920","Liberia","MARGIBI","9/29/14",72,39,6.20850524629338,6.51151833909126,"MARGIBI",39,0,0,259254
"4922","Liberia","MARYLAND","9/29/14",0,0,2.99071407450827,4.1092273159778,"MARYLAND",39,0,0,167883
"4924","Liberia","MONTSERRADO","9/29/14",142,104,3.40179388260476,3.65958651916966,"MONTSERRADO",39,0,0,1381022
"4926","Liberia","NIMBA","9/29/14",14,3,3.94703722839176,4.01421604818518,"NIMBA",39,0,0,570600
"4928","Liberia","RIVER GEE","9/29/14",1,1,3.0372846932618,3.15475442248562,"RIVERGEE",39,0,0,82484
"4930","Liberia","RIVERCESS","9/29/14",1,1,3.31771755004878,3.34273071714814,"RIVERCESS",39,0,0,88313
"4932","Liberia","SINOE","9/29/14",2,2,3.1965771216269,3.57229183440837,"SINOE",39,0,0,126452
"4934","Sierra Leone","BO","9/29/14",20,18,2.64237883305546,2.74379934054809,"BO",39,0,0,587350
"4936","Sierra Leone","BOMBALI","9/29/14",81,81,2.87909028828205,2.93649829566588,"BOMBALI",39,0,0,517326
"4938","Sierra Leone","BONTHE","9/29/14",0,0,0.641851209200377,0.765464819305014,"BONTHE",39,0,0,176948
"4940","Sierra Leone","KAILAHUN","9/29/14",4,4,5.15986720822911,5.18916227934373,"KAILAHUN",39,0,0,453736
"4942","Sierra Leone","KAMBIA","9/29/14",4,4,0.270014013684618,0.270014013684618,"KAMBIA",39,0,0,342607
"4944","Sierra Leone","KENEMA","9/29/14",7,7,3.87569229932015,3.98363394355016,"KENEMA",39,0,0,630774
"4946","Sierra Leone","KOINADUGU","9/29/14",1,1,2.4932000026498,2.5764162694665,"KOINADUGU",39,0,0,336648
"4948","Sierra Leone","KONO","9/29/14",21,10,3.08032371440873,3.14725817818767,"KONO",39,0,0,424868
"4950","Sierra Leone","MOYAMBA","9/29/14",10,10,2.88721862367002,3.09519333133703,"MOYAMBA",39,0,0,330507
"4952","Sierra Leone","PORT LOKO","9/29/14",52,42,2.85004567472656,3.0196649868665,"PORTLOKO",39,0,0,574781
"4954","Sierra Leone","PUJEHUN","9/29/14",8,3,2.96262030499376,3.15903645538145,"PUJEHUN",39,0,0,289315
"4956","Sierra Leone","TONKOLILI","9/29/14",80,61,5.38742250147267,5.48002745352996,"TONKOLILI",39,0,0,439810
"4958","Sierra Leone","WESTERN AREA RURAL","9/29/14",62,62,4.7245030434142,5.04254701944667,"WESTERNAREARURAL",39,0,0,1199763
"4960","Sierra Leone","WESTERN AREA URBAN","9/29/14",58,58,5.18792376335834,5.21598160992255,"WESTERNAREAURBAN",39,0,0,979034
"4962","Guinea","BEYLA","10/6/14",4,4,1.93872587765579,2.05410766272614,"BEYLA",40,0,0,325482
"4964","Guinea","BOFFA","10/6/14",0,0,1.91684582703001,1.94580049399483,"BOFFA",40,0,0,211063
"4966","Guinea","BOKE","10/6/14",1,1,4.08681410800085,4.12065968149549,"BOKE",40,0,0,449405
"4968","Guinea","CONAKRY","10/6/14",8,8,0.854348505841947,0.854344027898374,"CONAKRY",40,0,0,1667864
"4970","Guinea","COYAH","10/6/14",26,25,0.854332687488677,0.875382612902121,"COYAH",40,0,0,264164
"4972","Guinea","DABOLA","10/6/14",1,1,1.42309588761698,1.42308344083643,"DABOLA",40,0,0,182951
"4974","Guinea","DALABA","10/6/14",1,1,2.56104163292784,2.65318741045104,"DALABA",40,0,0,136320
"4976","Guinea","DINGUIRAYE","10/6/14",0,0,0.717839793150317,0.875465756017703,"DINGUIRAYE",40,0,0,195662
"4978","Guinea","DUBREKA","10/6/14",0,0,2.26689786748708,2.28232223155519,"DUBREKA",40,0,0,328418
"4980","Guinea","FARANAH","10/6/14",0,0,0.615185639090233,0.765467842139572,"FARANAH",40,0,0,280511
"4982","Guinea","FORECARIAH","10/6/14",1,1,3.04792993697192,3.0504104441752,"FORECARIAH",40,0,0,244649
"4984","Guinea","FRIA","10/6/14",0,0,1.58923520511658,1.78339121955754,"FRIA",40,0,0,96527
"4986","Guinea","GAOUAL","10/6/14",0,0,2.19722457733622,2.71137799119488,"GAOUAL",40,0,0,194245
"4988","Guinea","GUECKEDOU","10/6/14",2,2,2.56088705440387,2.95997037177453,"GUECKEDOU",40,0,0,291823
"4990","Guinea","KANKAN","10/6/14",0,0,0.559615787935423,0.587785723505472,"KANKAN",40,0,0,472112
"4992","Guinea","KEROUANE","10/6/14",16,16,1.02948841035287,1.14726335860556,"KEROUANE",40,0,0,211017
"4994","Guinea","KINDIA","10/6/14",2,2,2.68596648952737,2.75841358731148,"KINDIA",40,0,0,438315
"4996","Guinea","KISSIDOUGOU","10/6/14",0,0,0.832909122935104,1.08180517035173,"KISSIDOUGOU",40,0,0,283609
"4998","Guinea","KOUBIA","10/6/14",0,0,2.81540871942271,3.42751468997953,"KOUBIA",40,0,0,101171
"5000","Guinea","KOUNDARA","10/6/14",0,0,3.66740042243681,3.97781074596615,"KOUNDARA",40,0,0,130205
"5002","Guinea","KOUROUSSA","10/6/14",0,0,1.49289831531484,1.50406579778008,"KOUROUSSA",40,0,0,268224
"5004","Guinea","LABE","10/6/14",0,0,2.97297528643137,3.60685561863535,"LABE",40,0,0,318663
"5006","Guinea","LELOUMA","10/6/14",0,0,3.41772668361337,3.74714836223791,"LELOUMA",40,0,0,162634
"5008","Guinea","LOLA","10/6/14",8,5,0.559586435475154,2.3806096370435,"LOLA",40,0,0,175213
"5010","Guinea","MACENTA","10/6/14",45,45,3.12098688887607,3.41294786045294,"MACENTA",40,0,0,298282
"5012","Guinea","MALI","10/6/14",0,0,4.46590811865458,5.26631057041295,"MALI",40,0,0,290320
"5014","Guinea","MAMOU","10/6/14",0,0,0.470003629245736,0.667829372575656,"MAMOU",40,0,0,318738
"5016","Guinea","N'ZEREKORE","10/6/14",26,17,2.92301346573453,3.03353645229155,"NZEREKORE",40,0,0,396118
"5018","Guinea","PITA","10/6/14",0,0,5.38561604479023,5.39450748028876,"PITA",40,0,0,277059
"5020","Guinea","SIGUIRI","10/6/14",0,0,1.96710369898251,2.09800783529733,"SIGUIRI",40,0,0,695449
"5022","Guinea","TELIMELE","10/6/14",0,0,3.82311247202287,3.85642056362394,"TELIMELE",40,0,0,283639
"5024","Guinea","TOUGUE","10/6/14",0,0,2.36555989215543,2.86789890204411,"TOUGUE",40,0,0,122959
"5026","Guinea","YOMOU","10/6/14",0,0,5.25777929856208,5.29564639335346,"YOMOU",40,0,0,176664
"5028","Liberia","BOMI","10/6/14",7,4,0.895518169443576,0.895227418248765,"BOMI",40,0,0,103887
"5030","Liberia","BONG","10/6/14",5,3,3.56011382701328,3.74786092982974,"BONG",40,0,0,411847
"5032","Liberia","GBARPOLU","10/6/14",2,2,0.647089362919152,0.670371219783836,"GBARPOLU",40,0,0,102984
"5034","Liberia","GRAND BASSA","10/6/14",4,1,3.35856373124655,3.58325968347028,"GRANDBASSA",40,0,0,273790
"5036","Liberia","GRAND CAPE MOUNT","10/6/14",4,2,0.215074380553429,0.246805715814699,"GRANDCAPEMOUNT",40,0,0,156938
"5038","Liberia","GRAND GEDEH","10/6/14",0,0,1.77494161334846,1.97406989279808,"GRANDGEDEH",40,0,0,154693
"5040","Liberia","GRAND KRU","10/6/14",0,0,1.26694760348732,1.84828988115877,"GRANDKRU",40,0,0,71522
"5042","Liberia","LOFA","10/6/14",6,6,1.17334169845007,1.19217990985008,"LOFA",40,0,0,341924
"5044","Liberia","MARGIBI","10/6/14",33,14,6.11142108898369,6.38007105670957,"MARGIBI",40,0,0,259254
"5046","Liberia","MARYLAND","10/6/14",0,0,2.69462162669359,3.90800914709334,"MARYLAND",40,0,0,167883
"5048","Liberia","MONTSERRADO","10/6/14",188,133,3.28910860794439,3.52040450951675,"MONTSERRADO",40,0,0,1381022
"5050","Liberia","NIMBA","10/6/14",15,3,4.17206543715946,4.26170024519368,"NIMBA",40,0,0,570600
"5052","Liberia","RIVER GEE","10/6/14",1,1,2.9311134103759,3.07024863762773,"RIVERGEE",40,0,0,82484
"5054","Liberia","RIVERCESS","10/6/14",0,0,3.79313984950116,3.821965382044,"RIVERCESS",40,0,0,88313
"5056","Liberia","SINOE","10/6/14",6,5,3.3585461661679,3.91192225066097,"SINOE",40,0,0,126452
"5058","Sierra Leone","BO","10/6/14",17,15,2.72431060160466,2.89285455140314,"BO",40,0,0,587350
"5060","Sierra Leone","BOMBALI","10/6/14",55,55,3.72369151128268,3.79361782959192,"BOMBALI",40,0,0,517326
"5062","Sierra Leone","BONTHE","10/6/14",0,0,0.55961336591343,0.641851209200377,"BONTHE",40,0,0,176948
"5064","Sierra Leone","KAILAHUN","10/6/14",5,4,5.10539808973154,5.13899494442058,"KAILAHUN",40,0,0,453736
"5066","Sierra Leone","KAMBIA","10/6/14",4,4,0.916250451675749,0.936052552422644,"KAMBIA",40,0,0,342607
"5068","Sierra Leone","KENEMA","10/6/14",22,22,4.14556289853377,4.36362326148753,"KENEMA",40,0,0,630774
"5070","Sierra Leone","KOINADUGU","10/6/14",6,5,2.62826594053155,2.76629683985634,"KOINADUGU",40,0,0,336648
"5072","Sierra Leone","KONO","10/6/14",16,6,3.1190579914974,3.24018541220807,"KONO",40,0,0,424868
"5074","Sierra Leone","MOYAMBA","10/6/14",6,6,2.93346719261982,3.13509185449105,"MOYAMBA",40,0,0,330507
"5076","Sierra Leone","PORT LOKO","10/6/14",106,81,2.9593063471944,3.15818413438959,"PORTLOKO",40,0,0,574781
"5078","Sierra Leone","PUJEHUN","10/6/14",1,0,2.83900686614306,3.0324541262199,"PUJEHUN",40,0,0,289315
"5080","Sierra Leone","TONKOLILI","10/6/14",41,20,5.44899644511921,5.61007384949464,"TONKOLILI",40,0,0,439810
"5082","Sierra Leone","WESTERN AREA RURAL","10/6/14",54,53,4.76574244135051,5.0848466136232,"WESTERNAREARURAL",40,0,0,1199763
"5084","Sierra Leone","WESTERN AREA URBAN","10/6/14",90,88,5.1609624770013,5.19032883059856,"WESTERNAREAURBAN",40,0,0,979034
"5086","Guinea","BEYLA","10/13/14",4,4,2.31250774174591,2.37487788853558,"BEYLA",41,0,0,325482
"5088","Guinea","BOFFA","10/13/14",0,0,1.7226926495838,1.74909417296815,"BOFFA",41,0,0,211063
"5090","Guinea","BOKE","10/13/14",0,0,3.74360218130305,3.78985319657339,"BOKE",41,0,0,449405
"5092","Guinea","CONAKRY","10/13/14",17,16,1.1938347094832,1.19382885861007,"CONAKRY",41,0,0,1667864
"5094","Guinea","COYAH","10/13/14",7,7,1.45848428141252,1.47004173272005,"COYAH",41,0,0,264164
"5096","Guinea","DABOLA","10/13/14",0,0,0.765459071167016,0.76545030011753,"DABOLA",41,0,0,182951
"5098","Guinea","DALABA","10/13/14",1,1,2.48484612859043,2.5989179916876,"DALABA",41,0,0,136320
"5100","Guinea","DINGUIRAYE","10/13/14",0,0,0.717839793150317,0.936090252567717,"DINGUIRAYE",41,0,0,195662
"5102","Guinea","DUBREKA","10/13/14",0,0,2.13410737937338,2.14587212822759,"DUBREKA",41,0,0,328418
"5104","Guinea","FARANAH","10/13/14",1,1,1.02961712544258,1.11513919452094,"FARANAH",41,0,0,280511
"5106","Guinea","FORECARIAH","10/13/14",0,0,3.69345393315203,3.69475156462644,"FORECARIAH",41,0,0,244649
"5108","Guinea","FRIA","10/13/14",0,0,1.51512723296286,1.71379792775834,"FRIA",41,0,0,96527
"5110","Guinea","GAOUAL","10/13/14",0,0,2.00821403239147,2.45958884180371,"GAOUAL",41,0,0,194245
"5112","Guinea","GUECKEDOU","10/13/14",2,2,2.70273721292447,2.99891831158638,"GUECKEDOU",41,0,0,291823
"5114","Guinea","KANKAN","10/13/14",1,1,0.810929039470382,0.832906728511459,"KANKAN",41,0,0,472112
"5116","Guinea","KEROUANE","10/13/14",20,20,1.08160780152575,1.13119984468031,"KEROUANE",41,0,0,211017
"5118","Guinea","KINDIA","10/13/14",1,0,2.74630037287972,2.81164417325367,"KINDIA",41,0,0,438315
"5120","Guinea","KISSIDOUGOU","10/13/14",0,0,0.8754687373539,1.02961941718116,"KISSIDOUGOU",41,0,0,283609
"5122","Guinea","KOUBIA","10/13/14",0,0,2.82137888640921,3.22485789654575,"KOUBIA",41,0,0,101171
"5124","Guinea","KOUNDARA","10/13/14",0,0,3.20071185424053,3.4980215662977,"KOUNDARA",41,0,0,130205
"5126","Guinea","KOUROUSSA","10/13/14",0,0,1.33499557248776,1.3480621088129,"KOUROUSSA",41,0,0,268224
"5128","Guinea","LABE","10/13/14",0,0,2.83615020372953,3.39282913199164,"LABE",41,0,0,318663
"5130","Guinea","LELOUMA","10/13/14",0,0,3.39450839351136,3.77849161280362,"LELOUMA",41,0,0,162634
"5132","Guinea","LOLA","10/13/14",2,2,1.10022425375148,2.40841655853214,"LOLA",41,0,0,175213
"5134","Guinea","MACENTA","10/13/14",34,34,3.22533859409066,3.35530023058474,"MACENTA",41,0,0,298282
"5136","Guinea","MALI","10/13/14",0,0,4.30878367290616,4.98154971320116,"MALI",41,0,0,290320
"5138","Guinea","MAMOU","10/13/14",0,0,0.300104592450338,0.615185639090233,"MAMOU",41,0,0,318738
"5140","Guinea","N'ZEREKORE","10/13/14",24,21,3.13355314386877,3.24563296422403,"NZEREKORE",41,0,0,396118
"5142","Guinea","PITA","10/13/14",0,0,5.31318083780904,5.32273731270794,"PITA",41,0,0,277059
"5144","Guinea","SIGUIRI","10/13/14",1,1,2.71468400221539,2.77880713444329,"SIGUIRI",41,0,0,695449
"5146","Guinea","TELIMELE","10/13/14",0,0,3.64275654625308,3.66218945593624,"TELIMELE",41,0,0,283639
"5148","Guinea","TOUGUE","10/13/14",0,0,1.73165554515835,2.72457950305342,"TOUGUE",41,0,0,122959
"5150","Guinea","YOMOU","10/13/14",0,0,5.46021975642847,5.47399763793605,"YOMOU",41,0,0,176664
"5152","Liberia","BOMI","10/13/14",5,5,0.810368550976504,0.810095628277756,"BOMI",41,0,0,103887
"5154","Liberia","BONG","10/13/14",2,2,3.26104040684511,3.49742693600964,"BONG",41,0,0,411847
"5156","Liberia","GBARPOLU","10/13/14",0,0,0.537942170992407,0.558169580603663,"GBARPOLU",41,0,0,102984
"5158","Liberia","GRAND BASSA","10/13/14",1,0,3.11121732691253,3.38073355331589,"GRANDBASSA",41,0,0,273790
"5160","Liberia","GRAND CAPE MOUNT","10/13/14",10,4,0.260389660678398,0.307402048482745,"GRANDCAPEMOUNT",41,0,0,156938
"5162","Liberia","GRAND GEDEH","10/13/14",0,0,1.72275597757169,1.99468914335406,"GRANDGEDEH",41,0,0,154693
"5164","Liberia","GRAND KRU","10/13/14",1,1,1.09860296748339,1.79158468255474,"GRANDKRU",41,0,0,71522
"5166","Liberia","LOFA","10/13/14",2,2,1.13795383690147,1.14801916849332,"LOFA",41,0,0,341924
"5168","Liberia","MARGIBI","10/13/14",36,18,5.76172538536832,6.11159142998099,"MARGIBI",41,0,0,259254
"5170","Liberia","MARYLAND","10/13/14",0,0,2.44667999614057,3.72689170811342,"MARYLAND",41,0,0,167883
"5172","Liberia","MONTSERRADO","10/13/14",121,80,2.94587327725498,3.24683049697778,"MONTSERRADO",41,0,0,1381022
"5174","Liberia","NIMBA","10/13/14",11,4,4.20571328054585,4.29851793955306,"NIMBA",41,0,0,570600
"5176","Liberia","RIVER GEE","10/13/14",0,0,2.59890054767994,2.80020021711179,"RIVERGEE",41,0,0,82484
"5178","Liberia","RIVERCESS","10/13/14",0,0,3.95498253194509,3.98792432111053,"RIVERCESS",41,0,0,88313
"5180","Liberia","SINOE","10/13/14",3,2,3.2579900766366,4.02968175256234,"SINOE",41,0,0,126452
"5182","Sierra Leone","BO","10/13/14",30,29,2.65644340688807,2.97263436314763,"BO",41,0,0,587350
"5184","Sierra Leone","BOMBALI","10/13/14",65,64,3.7911940231414,3.90008415694736,"BOMBALI",41,0,0,517326
"5186","Sierra Leone","BONTHE","10/13/14",1,0,0.854412081614611,1.09860475346931,"BONTHE",41,0,0,176948
"5188","Sierra Leone","KAILAHUN","10/13/14",30,18,4.90896340468261,4.92787439573177,"KAILAHUN",41,0,0,453736
"5190","Sierra Leone","KAMBIA","10/13/14",3,3,1.02867739864274,1.06379859739227,"KAMBIA",41,0,0,342607
"5192","Sierra Leone","KENEMA","10/13/14",18,18,4.26401943297266,4.47599077404841,"KENEMA",41,0,0,630774
"5194","Sierra Leone","KOINADUGU","10/13/14",8,8,2.48089963159183,2.77582003305207,"KOINADUGU",41,0,0,336648
"5196","Sierra Leone","KONO","10/13/14",12,3,2.97196584663597,3.19008549367987,"KONO",41,0,0,424868
"5198","Sierra Leone","MOYAMBA","10/13/14",8,8,2.85605946752685,3.17970862806013,"MOYAMBA",41,0,0,330507
"5200","Sierra Leone","PORT LOKO","10/13/14",108,62,2.89777256819719,3.24924836031812,"PORTLOKO",41,0,0,574781
"5202","Sierra Leone","PUJEHUN","10/13/14",4,1,3.38938530558666,3.76688917881958,"PUJEHUN",41,0,0,289315
"5204","Sierra Leone","TONKOLILI","10/13/14",53,42,5.24870860783212,5.60555327987259,"TONKOLILI",41,0,0,439810
"5206","Sierra Leone","WESTERN AREA RURAL","10/13/14",114,112,4.90787009130895,5.22859498411394,"WESTERNAREARURAL",41,0,0,1199763
"5208","Sierra Leone","WESTERN AREA URBAN","10/13/14",88,87,5.4554838065461,5.47889470014252,"WESTERNAREAURBAN",41,0,0,979034
"5210","Guinea","BEYLA","10/20/14",4,4,2.62824532434698,2.63543957771745,"BEYLA",42,0,0,325482
"5212","Guinea","BOFFA","10/20/14",0,0,1.6193160460105,1.64855529710724,"BOFFA",42,0,0,211063
"5214","Guinea","BOKE","10/20/14",0,0,3.47041029472888,3.53076042600863,"BOKE",42,0,0,449405
"5216","Guinea","CONAKRY","10/20/14",7,6,1.42301002894552,1.44681306517923,"CONAKRY",42,0,0,1667864
"5218","Guinea","COYAH","10/20/14",5,5,1.65807484114469,1.67693957303396,"COYAH",42,0,0,264164
"5220","Guinea","DABOLA","10/20/14",0,0,1.65821480207895,1.65820152737814,"DABOLA",42,0,0,182951
"5222","Guinea","DALABA","10/20/14",0,0,2.44662513013749,2.52965990325259,"DALABA",42,0,0,136320
"5224","Guinea","DINGUIRAYE","10/20/14",0,0,1.17865499634165,1.3083290901008,"DINGUIRAYE",42,0,0,195662
"5226","Guinea","DUBREKA","10/20/14",0,0,2.14000705486516,2.14587212822759,"DUBREKA",42,0,0,328418
"5228","Guinea","FARANAH","10/20/14",0,0,1.34807050932754,1.42310562833385,"FARANAH",42,0,0,280511
"5230","Guinea","FORECARIAH","10/20/14",3,3,4.04811751386146,4.08246470529277,"FORECARIAH",42,0,0,244649
"5232","Guinea","FRIA","10/20/14",0,0,1.69561560867515,1.86408013080768,"FRIA",42,0,0,96527
"5234","Guinea","GAOUAL","10/20/14",0,0,1.68639895357023,2.10413415427021,"GAOUAL",42,0,0,194245
"5236","Guinea","GUECKEDOU","10/20/14",2,2,2.46836440766514,2.87872245865378,"GUECKEDOU",42,0,0,291823
"5238","Guinea","KANKAN","10/20/14",1,1,1.26694456051891,1.32175118006025,"KANKAN",42,0,0,472112
"5240","Guinea","KEROUANE","10/20/14",22,20,0.717638309487758,0.717633453958819,"KEROUANE",42,0,0,211017
"5242","Guinea","KINDIA","10/20/14",1,1,2.88716142871386,2.89561841381371,"KINDIA",42,0,0,438315
"5244","Guinea","KISSIDOUGOU","10/20/14",0,0,0.78845736036427,0.916290731874155,"KISSIDOUGOU",42,0,0,283609
"5246","Guinea","KOUBIA","10/20/14",0,0,2.61006979274201,3.00815479355255,"KOUBIA",42,0,0,101171
"5248","Guinea","KOUNDARA","10/20/14",0,0,2.42921774392741,2.74406063862524,"KOUNDARA",42,0,0,130205
"5250","Guinea","KOUROUSSA","10/20/14",0,0,1.80828253707509,1.84053708753853,"KOUROUSSA",42,0,0,268224
"5252","Guinea","LABE","10/20/14",0,0,2.83907846350861,3.1904763503465,"LABE",42,0,0,318663
"5254","Guinea","LELOUMA","10/20/14",0,0,3.22684399451738,3.6283329542459,"LELOUMA",42,0,0,162634
"5256","Guinea","LOLA","10/20/14",6,3,1.12972222808937,1.16694724587652,"LOLA",42,0,0,175213
"5258","Guinea","MACENTA","10/20/14",26,26,3.25255264134273,3.29036229680767,"MACENTA",42,0,0,298282
"5260","Guinea","MALI","10/20/14",0,0,3.90399083373088,4.54965747605783,"MALI",42,0,0,290320
"5262","Guinea","MAMOU","10/20/14",0,0,0.438254930931155,0.587786664902119,"MAMOU",42,0,0,318738
"5264","Guinea","N'ZEREKORE","10/20/14",16,8,3.17114472475362,3.27588748252574,"NZEREKORE",42,0,0,396118
"5266","Guinea","PITA","10/20/14",0,0,5.27271797933527,5.28139677058198,"PITA",42,0,0,277059
"5268","Guinea","SIGUIRI","10/20/14",2,2,3.61494977892412,3.71720849426155,"SIGUIRI",42,0,0,695449
"5270","Guinea","TELIMELE","10/20/14",0,0,3.56380416898366,3.58342981494271,"TELIMELE",42,0,0,283639
"5272","Guinea","TOUGUE","10/20/14",0,0,1.2947271675944,2.20276475771183,"TOUGUE",42,0,0,122959
"5274","Guinea","YOMOU","10/20/14",0,0,5.67308373671913,5.71388784925791,"YOMOU",42,0,0,176664
"5276","Liberia","BOMI","10/20/14",2,1,0.764921930218013,0.764654015371218,"BOMI",42,0,0,103887
"5278","Liberia","BONG","10/20/14",3,3,3.08041833930977,3.36016448393437,"BONG",42,0,0,411847
"5280","Liberia","GBARPOLU","10/20/14",1,1,0.423618998802074,0.455823541369694,"GBARPOLU",42,0,0,102984
"5282","Liberia","GRAND BASSA","10/20/14",2,2,2.94698750217802,3.25975080341156,"GRANDBASSA",42,0,0,273790
"5284","Liberia","GRAND CAPE MOUNT","10/20/14",7,5,0.20493352254661,0.281324931559659,"GRANDCAPEMOUNT",42,0,0,156938
"5286","Liberia","GRAND GEDEH","10/20/14",0,0,1.62923014590837,1.86406920638504,"GRANDGEDEH",42,0,0,154693
"5288","Liberia","GRAND KRU","10/20/14",0,0,0.936084860446583,1.52589215688379,"GRANDKRU",42,0,0,71522
"5290","Liberia","LOFA","10/20/14",1,1,0.756762120392195,0.777408518180939,"LOFA",42,0,0,341924
"5292","Liberia","MARGIBI","10/20/14",22,15,5.53675597984744,5.95608463972561,"MARGIBI",42,0,0,259254
"5294","Liberia","MARYLAND","10/20/14",0,0,2.13416118974075,3.38268815581085,"MARYLAND",42,0,0,167883
"5296","Liberia","MONTSERRADO","10/20/14",77,40,2.6934253213373,3.06408027593323,"MONTSERRADO",42,0,0,1381022
"5298","Liberia","NIMBA","10/20/14",2,0,4.14312095633027,4.26301574945201,"NIMBA",42,0,0,570600
"5300","Liberia","RIVER GEE","10/20/14",0,0,2.40686788588361,2.5762985332187,"RIVERGEE",42,0,0,82484
"5302","Liberia","RIVERCESS","10/20/14",1,0,3.96546378905486,3.99068969267342,"RIVERCESS",42,0,0,88313
"5304","Liberia","SINOE","10/20/14",0,0,3.07950812830573,3.73992420830214,"SINOE",42,0,0,126452
"5306","Sierra Leone","BO","10/20/14",18,14,2.6875110479341,3.1818380617451,"BO",42,0,0,587350
"5308","Sierra Leone","BOMBALI","10/20/14",73,73,3.87632105558805,4.03763002377076,"BOMBALI",42,0,0,517326
"5310","Sierra Leone","BONTHE","10/20/14",0,0,0.810927076557063,1.17864717132638,"BONTHE",42,0,0,176948
"5312","Sierra Leone","KAILAHUN","10/20/14",9,3,4.68375936560811,4.69291280202065,"KAILAHUN",42,0,0,453736
"5314","Sierra Leone","KAMBIA","10/20/14",2,2,1.09521899283873,1.12973258422396,"KAMBIA",42,0,0,342607
"5316","Sierra Leone","KENEMA","10/20/14",8,8,4.15261723555442,4.52099793120414,"KENEMA",42,0,0,630774
"5318","Sierra Leone","KOINADUGU","10/20/14",26,23,2.56522969547578,3.01810868416063,"KOINADUGU",42,0,0,336648
"5320","Sierra Leone","KONO","10/20/14",7,6,2.92973252673986,3.30080687560473,"KONO",42,0,0,424868
"5322","Sierra Leone","MOYAMBA","10/20/14",8,8,2.77527751124896,3.26530823241463,"MOYAMBA",42,0,0,330507
"5324","Sierra Leone","PORT LOKO","10/20/14",137,60,2.88380480274999,3.33440957018325,"PORTLOKO",42,0,0,574781
"5326","Sierra Leone","PUJEHUN","10/20/14",2,1,3.34278177813878,3.87731646817334,"PUJEHUN",42,0,0,289315
