"","Country","District","Case_Type","Week","Probable","Confirmed","confirmed.foi","probable.foi","probable_cumulative","confirmed_cumulative","population_size","log_normalized_probable","normalized_confirmed","normalized_probable_cumulative","normalized_confirmed_cumulative"
"8556","Guinea","TELIMELE"," Probable",2015-08-25,0,0,2.37576199919009,2.48482261926078,26,23,283639,0,0,9.16658146446716e-05,8.10889898779787e-05
"8560","Guinea","TOUGUE"," Probable",2015-08-25,0,0,1.73695123273306,1.83736998048011,0,0,122959,0,0,0,0
"8564","Guinea","YOMOU"," Probable",2015-08-25,3,3,3.9761003475247,4.00683559198911,11,11,176664,1.69813883983154e-05,1.69813883983154e-05,6.22650907938233e-05,6.22650907938233e-05
"8568","Liberia","BOMI"," Probable",2015-08-25,12,8,0.0391981291885986,0.0391885030814113,87,61,103887,0.000115510121574403,7.70067477162686e-05,0.000837448381414421,0.000587176451336548
"8572","Liberia","BONG"," Probable",2015-08-25,6,5,2.55637342380437,2.73622056232529,41,35,411847,1.45685169492554e-05,1.21404307910462e-05,9.95515324865788e-05,8.49830155373233e-05
"8576","Liberia","GBARPOLU"," Probable",2015-08-25,0,0,0.106160195828391,0.109750863959119,0,0,102984,0,0,0,0
"8580","Liberia","GRANDBASSA"," Probable",2015-08-25,14,5,2.54939466333137,2.73034087230168,36,15,273790,5.11340808648965e-05,1.8262171737463e-05,0.000131487636509734,5.47865152123891e-05
"8584","Liberia","GRANDCAPEMOUNT"," Probable",2015-08-25,2,0,0.0732482114225971,0.0769577371601945,7,5,156938,1.27438861206336e-05,0,4.46036014222177e-05,3.18597153015841e-05
"8588","Liberia","GRANDGEDEH"," Probable",2015-08-25,0,0,0.741937344729377,0.779324876800998,0,0,154693,0,0,0,0
"8592","Liberia","GRANDKRU"," Probable",2015-08-25,0,0,0.598836501088704,0.832909122935104,0,0,71522,0,0,0,0
"8596","Liberia","LOFA"," Probable",2015-08-25,44,28,0.238059306278878,0.303497980984292,396,274,341924,0.00012868356710848,8.18895427053965e-05,0.00115815210397632,0.000801347667902809
"8600","Liberia","MARGIBI"," Probable",2015-08-25,48,11,6.0351999471748,6.29083051414942,211,98,259254,0.000185146612974149,4.24294321399091e-05,0.00081387365286553,0.000378007668155554
"8604","Liberia","MARYLAND"," Probable",2015-08-25,0,0,3.66355584231507,4.14312886439319,1,1,167883,0,0,5.95652924953688e-06,5.95652924953688e-06
"8608","Liberia","MONTSERRADO"," Probable",2015-08-25,215,166,2.42793610813707,2.62270775414042,760,606,1381022,0.000155681806662023,0.000120200836771608,0.000550317084014592,0.000438805464359004
"8612","Liberia","NIMBA"," Probable",2015-08-25,17,13,4.0168373625048,4.08667499067997,82,50,570600,2.97932001402033e-05,2.27830354013319e-05,0.000143708377146863,8.7627059235892e-05
"8616","Liberia","RIVERGEE"," Probable",2015-08-25,1,1,0.598825576499412,0.832888565377236,3,2,82484,1.21235633577421e-05,1.21235633577421e-05,3.63706900732263e-05,2.42471267154842e-05
"8620","Liberia","RIVERCESS"," Probable",2015-08-25,0,0,4.81291841046658,4.82163103124139,9,7,88313,0,0,0.000101910251038918,7.92635285858254e-05
"8624","Liberia","SINOE"," Probable",2015-08-25,0,0,2.00955541421567,2.02287119019144,0,0,126452,0,0,0,0
"8628","Sierra Leone","BO"," Probable",2015-08-25,36,35,1.39613963330009,1.49503252694771,88,82,587350,6.12922448284668e-05,5.95896824721205e-05,0.000149825487358475,0.000139610113220397
"8632","Sierra Leone","BOMBALI"," Probable",2015-08-25,24,24,0.927372392747728,1.04655678585663,48,48,517326,4.6392410201691e-05,4.6392410201691e-05,9.2784820403382e-05,9.2784820403382e-05
"8636","Sierra Leone","BONTHE"," Probable",2015-08-25,0,0,0.875465440711413,0.908255187574771,1,1,176948,0,0,5.65137780590908e-06,5.65137780590908e-06
"8640","Sierra Leone","KAILAHUN"," Probable",2015-08-25,25,25,4.67441832224575,4.70205869808386,607,554,453736,5.50981187298341e-05,5.50981187298341e-05,0.00133778232276037,0.00122097431105312
"8644","Sierra Leone","KAMBIA"," Probable",2015-08-25,0,0,0.00796816964917688,0.00796816964917688,0,0,342607,0,0,0,0
"8648","Sierra Leone","KENEMA"," Probable",2015-08-25,24,24,2.50252503456042,2.61391336583182,380,377,630774,3.80484928040788e-05,3.80484928040788e-05,0.000602434469397914,0.000597678407797404
"8652","Sierra Leone","KOINADUGU"," Probable",2015-08-25,0,0,0.993620204110691,1.10558591521184,1,1,336648,0,0,2.97046172857109e-06,2.97046172857109e-06
"8656","Sierra Leone","KONO"," Probable",2015-08-25,3,3,2.6217527366968,2.65040577598146,7,6,424868,7.06101659809635e-06,7.06101659809635e-06,1.64757053955582e-05,1.41220331961927e-05
"8660","Sierra Leone","MOYAMBA"," Probable",2015-08-25,1,0,0.970731926722558,1.41092749200109,26,25,330507,3.02565452471506e-06,0,7.86670176425915e-05,7.56413631178765e-05
"8664","Sierra Leone","PORTLOKO"," Probable",2015-08-25,35,27,0.970668671466019,1.13768876703564,122,102,574781,6.0892757415433e-05,4.6974412863334e-05,0.000212254754419509,0.000177458893039262
"8668","Sierra Leone","PUJEHUN"," Probable",2015-08-25,0,0,4.26434473604044,4.30593132869939,7,7,289315,0,0,2.4195081485578e-05,2.4195081485578e-05
"8672","Sierra Leone","TONKOLILI"," Probable",2015-08-25,7,3,4.34767824540489,4.53621499970737,15,7,439810,1.59159637116027e-05,6.8211273049726e-06,3.4105636524863e-05,1.59159637116027e-05
"8676","Sierra Leone","WESTERNAREARURAL"," Probable",2015-08-25,16,14,2.0743896445757,2.70933829904433,57,54,1199763,1.33359671868527e-05,1.16689712884961e-05,4.75093831031629e-05,4.5008889255628e-05
"8680","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-08-25,26,26,3.89419924000409,3.93684361893329,67,67,979034,2.65567896518405e-05,2.65567896518405e-05,6.84348041028197e-05,6.84348041028197e-05
"8684","Guinea","BEYLA"," Probable",2015-09-01,0,0,1.10525683138678,1.37624402526639,0,0,325482,0,0,0,0
"8688","Guinea","BOFFA"," Probable",2015-09-01,0,0,0.908204836813455,0.985736600212049,27,19,211063,0,0,0.000127923890023358,9.00205152016223e-05
"8692","Guinea","BOKE"," Probable",2015-09-01,0,0,3.37826987701845,3.37895177271484,0,0,449405,0,0,0,0
"8696","Guinea","CONAKRY"," Probable",2015-09-01,3,3,3.12844974441754,3.13542424635442,122,111,1667864,1.79870780831051e-06,1.79870780831051e-06,7.31474508712941e-05,6.65521889074889e-05
"8700","Guinea","COYAH"," Probable",2015-09-01,5,5,0.815354260652769,0.88375643380819,5,5,264164,1.89276358625702e-05,1.89276358625702e-05,1.89276358625702e-05,1.89276358625702e-05
"8704","Guinea","DABOLA"," Probable",2015-09-01,0,0,1.79175035927917,1.94588672330479,5,2,182951,0,0,2.73297221660445e-05,1.09318888664178e-05
"8708","Guinea","DALABA"," Probable",2015-09-01,0,0,1.01523067972906,1.13783300182139,0,0,136320,0,0,0,0
"8712","Guinea","DINGUIRAYE"," Probable",2015-09-01,0,0,0.215111379616945,0.231110666342075,1,0,195662,0,0,5.11085443264405e-06,0
"8716","Guinea","DUBREKA"," Probable",2015-09-01,1,1,3.45751283570828,3.68329896744812,22,22,328418,3.04490009682782e-06,3.04490009682782e-06,6.69878021302121e-05,6.69878021302121e-05
"8720","Guinea","FARANAH"," Probable",2015-09-01,0,0,0.0953101798043249,0.113328685307003,0,0,280511,0,0,0,0
"8724","Guinea","FORECARIAH"," Probable",2015-09-01,0,0,2.59709972511513,2.59709594201624,6,5,244649,0,0,2.45249316367531e-05,2.04374430306276e-05
"8728","Guinea","FRIA"," Probable",2015-09-01,0,0,0.65232518603969,1.1314021114911,0,0,96527,0,0,0,0
"8732","Guinea","GAOUAL"," Probable",2015-09-01,0,0,1.18172719537862,1.79840401194672,0,0,194245,0,0,0,0
"8736","Guinea","GUECKEDOU"," Probable",2015-09-01,15,15,1.14495826461795,1.4025207129388,339,230,291823,5.14010204815933e-05,5.14010204815933e-05,0.00116166306288401,0.000788148980717764
"8740","Guinea","KANKAN"," Probable",2015-09-01,0,0,0.0392207131532813,0.0392207131532813,0,0,472112,0,0,0,0
"8744","Guinea","KEROUANE"," Probable",2015-09-01,4,4,1.60538444171549,1.77490512089207,12,12,211017,1.89558187255055e-05,1.89558187255055e-05,5.68674561765166e-05,5.68674561765166e-05
"8748","Guinea","KINDIA"," Probable",2015-09-01,1,0,1.25987880202255,1.30967992737366,2,1,438315,2.28146424375164e-06,0,4.56292848750328e-06,2.28146424375164e-06
"8752","Guinea","KISSIDOUGOU"," Probable",2015-09-01,0,0,1.10525683138678,1.37118072330984,0,0,283609,0,0,0,0
"8756","Guinea","KOUBIA"," Probable",2015-09-01,0,0,3.38979933670979,3.81990771652034,0,0,101171,0,0,0,0
"8760","Guinea","KOUNDARA"," Probable",2015-09-01,0,0,3.34427423426253,3.58240720960342,0,0,130205,0,0,0,0
"8764","Guinea","KOUROUSSA"," Probable",2015-09-01,0,0,0.0953095019446127,0.113327087494089,4,2,268224,0,0,1.4912908613696e-05,7.45645430684801e-06
"8768","Guinea","LABE"," Probable",2015-09-01,0,0,2.59972232421658,3.47754094824949,0,0,318663,0,0,0,0
"8772","Guinea","LELOUMA"," Probable",2015-09-01,0,0,2.10413415427021,2.57718192589717,0,0,162634,0,0,0,0
"8776","Guinea","LOLA"," Probable",2015-09-01,0,0,0.0535407669280298,0.721734637411858,0,0,175213,0,0,0,0
"8780","Guinea","MACENTA"," Probable",2015-09-01,72,69,4.61917104113402,4.99294308755956,225,208,298282,0.000241382316063323,0.000231324719560684,0.000754319737697883,0.000697326690849599
"8784","Guinea","MALI"," Probable",2015-09-01,0,0,4.2387334648474,5.30350389323534,0,0,290320,0,0,0,0
"8788","Guinea","MAMOU"," Probable",2015-09-01,0,0,0.215111379616945,0.231111720963387,0,0,318738,0,0,0,0
"8792","Guinea","NZEREKORE"," Probable",2015-09-01,3,3,1.51069439809943,1.70034395461911,15,14,396118,7.57350082551159e-06,7.57350082551159e-06,3.7867504127558e-05,3.53430038523874e-05
"8796","Guinea","PITA"," Probable",2015-09-01,0,0,4.24245582469823,4.24789874560392,7,6,277059,0,0,2.52653766887197e-05,2.16560371617598e-05
"8800","Guinea","SIGUIRI"," Probable",2015-09-01,0,0,0,0,7,7,695449,0,0,1.00654397374933e-05,1.00654397374933e-05
"8804","Guinea","TELIMELE"," Probable",2015-09-01,0,0,2.97545261147901,3.03582679634142,26,23,283639,0,0,9.16658146446716e-05,8.10889898779787e-05
"8808","Guinea","TOUGUE"," Probable",2015-09-01,0,0,2.16561923792089,2.23001440015921,0,0,122959,0,0,0,0
"8812","Guinea","YOMOU"," Probable",2015-09-01,1,1,4.3178876488,4.33011352240146,12,12,176664,5.66046279943848e-06,5.66046279943848e-06,6.79255535932618e-05,6.79255535932618e-05
"8816","Liberia","BOMI"," Probable",2015-09-01,19,11,0.0391940566160973,0.0952174173740928,106,72,103887,0.000182891025826138,0.000105884278109869,0.00102033940724056,0.000693060729446418
"8820","Liberia","BONG"," Probable",2015-09-01,13,11,2.72066462812788,2.89202410430708,54,46,411847,3.15651200567201e-05,2.67089477403016e-05,0.000131116652543299,0.000111691963277625
"8824","Liberia","GBARPOLU"," Probable",2015-09-01,0,0,0.149281702715754,0.153579087928301,0,0,102984,0,0,0,0
"8828","Liberia","GRANDBASSA"," Probable",2015-09-01,5,1,2.71331479740351,2.88242220029483,41,16,273790,1.8262171737463e-05,3.6524343474926e-06,0.000149749808247197,5.84389495598817e-05
"8832","Liberia","GRANDCAPEMOUNT"," Probable",2015-09-01,3,3,0.0695226389121497,0.0713856057252061,10,8,156938,1.91158291809504e-05,1.91158291809504e-05,6.37194306031681e-05,5.09755444825345e-05
"8836","Liberia","GRANDGEDEH"," Probable",2015-09-01,0,0,0.85015092936961,0.8754687373539,0,0,154693,0,0,0,0
"8840","Liberia","GRANDKRU"," Probable",2015-09-01,1,0,0.587786664902119,0.77931730868976,1,0,71522,1.39817119208076e-05,0,1.39817119208076e-05,0
"8844","Liberia","LOFA"," Probable",2015-09-01,26,23,0.283459490825811,0.321019339734006,422,297,341924,7.60402896550111e-05,6.72664100794329e-05,0.00123419239363133,0.000868614077982242
"8848","Liberia","MARGIBI"," Probable",2015-09-01,74,27,6.31132600829674,6.53138153102405,285,125,259254,0.00028543436166848,0.000104144969797959,0.00109930801453401,0.000482152637953513
"8852","Liberia","MARYLAND"," Probable",2015-09-01,0,0,3.36729007883825,3.87119517845599,1,1,167883,0,0,5.95652924953688e-06,5.95652924953688e-06
"8856","Liberia","MONTSERRADO"," Probable",2015-09-01,267,225,2.63849842576412,2.98092715827156,1027,831,1381022,0.000193335080831442,0.000162922820925373,0.000743652164846034,0.000601728285284376
"8860","Liberia","NIMBA"," Probable",2015-09-01,18,11,4.06535978609567,4.11549323423001,100,61,570600,3.15457413249211e-05,1.92779530318963e-05,0.000175254118471784,0.000106905012267788
"8864","Liberia","RIVERGEE"," Probable",2015-09-01,3,0,0.58777588834329,0.779285502251256,6,2,82484,3.63706900732263e-05,0,7.27413801464526e-05,2.42471267154842e-05
"8868","Liberia","RIVERCESS"," Probable",2015-09-01,0,0,4.61840271559377,4.61897218084683,9,7,88313,0,0,0.000101910251038918,7.92635285858254e-05
"8872","Liberia","SINOE"," Probable",2015-09-01,0,0,2.77757626375082,2.7813006628418,0,0,126452,0,0,0,0
"8876","Sierra Leone","BO"," Probable",2015-09-01,9,9,1.44915058936737,1.57264303413206,97,91,587350,1.53230612071167e-05,1.53230612071167e-05,0.000165148548565591,0.000154933174427513
"8880","Sierra Leone","BOMBALI"," Probable",2015-09-01,32,32,2.05808299957348,2.11996743270514,80,80,517326,6.1856546935588e-05,6.1856546935588e-05,0.00015464136733897,0.00015464136733897
"8884","Sierra Leone","BONTHE"," Probable",2015-09-01,0,0,0.858658362306022,0.883764224065376,1,1,176948,0,0,5.65137780590908e-06,5.65137780590908e-06
"8888","Sierra Leone","KAILAHUN"," Probable",2015-09-01,25,23,5.06272204328163,5.09371367826732,632,577,453736,5.50981187298341e-05,5.06902692314474e-05,0.00139288044149021,0.00127166458028457
"8892","Sierra Leone","KAMBIA"," Probable",2015-09-01,0,0,0.106160195828391,0.106160195828391,0,0,342607,0,0,0,0
"8896","Sierra Leone","KENEMA"," Probable",2015-09-01,29,29,2.43827505021942,2.4926104534754,409,406,630774,4.59752621382619e-05,4.59752621382619e-05,0.000648409731536176,0.000643653669935666
"8900","Sierra Leone","KOINADUGU"," Probable",2015-09-01,0,0,1.11841291623969,1.26975840879929,1,1,336648,0,0,2.97046172857109e-06,2.97046172857109e-06
"8904","Sierra Leone","KONO"," Probable",2015-09-01,9,9,2.56798895832922,2.61297175395699,16,15,424868,2.11830497942891e-05,2.11830497942891e-05,3.76587551898472e-05,3.53050829904818e-05
"8908","Sierra Leone","MOYAMBA"," Probable",2015-09-01,13,13,1.12485194860286,1.56015445339906,39,38,330507,3.93335088212958e-05,3.93335088212958e-05,0.000118000526463887,0.000114974871939172
"8912","Sierra Leone","PORTLOKO"," Probable",2015-09-01,43,32,1.15672136378321,1.35562205111953,165,134,574781,7.4811101967532e-05,5.56733782083959e-05,0.000287065856387041,0.000233132271247658
"8916","Sierra Leone","PUJEHUN"," Probable",2015-09-01,3,3,4.23523118864941,4.26377192457831,10,10,289315,1.03693206366763e-05,1.03693206366763e-05,3.45644021222543e-05,3.45644021222543e-05
"8920","Sierra Leone","TONKOLILI"," Probable",2015-09-01,9,7,4.52522931513654,4.76502159806604,24,14,439810,2.04633819149178e-05,1.59159637116027e-05,5.45690184397808e-05,3.18319274232055e-05
"8924","Sierra Leone","WESTERNAREARURAL"," Probable",2015-09-01,20,20,2.71860276823206,3.18711720673881,77,74,1199763,1.66699589835659e-05,1.66699589835659e-05,6.41793420867288e-05,6.16788482391939e-05
"8928","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-09-01,31,31,4.08183612777812,4.1179626145324,98,98,979034,3.16638645848867e-05,3.16638645848867e-05,0.000100098668687706,0.000100098668687706
"8932","Guinea","BEYLA"," Probable",2015-09-08,0,0,0.858661619037519,1.05082162483176,0,0,325482,0,0,0,0
"8936","Guinea","BOFFA"," Probable",2015-09-08,0,0,0.916236718106317,1.00055098398778,27,19,211063,0,0,0.000127923890023358,9.00205152016223e-05
"8940","Guinea","BOKE"," Probable",2015-09-08,0,0,3.41180756077417,3.41246697392039,0,0,449405,0,0,0,0
"8944","Guinea","CONAKRY"," Probable",2015-09-08,14,14,2.83549297100262,2.84599468990334,136,125,1667864,8.39396977211571e-06,8.39396977211571e-06,8.15414206434098e-05,7.49461586796046e-05
"8948","Guinea","COYAH"," Probable",2015-09-08,2,2,0.850135754790853,0.924242918058646,7,7,264164,7.57105434502809e-06,7.57105434502809e-06,2.64986902075983e-05,2.64986902075983e-05
"8952","Guinea","DABOLA"," Probable",2015-09-08,0,0,1.94590077882096,2.20163486758587,5,2,182951,0,0,2.73297221660445e-05,1.09318888664178e-05
"8956","Guinea","DALABA"," Probable",2015-09-08,2,2,1.21193066903715,1.34546151584632,2,2,136320,1.46713615023474e-05,1.46713615023474e-05,1.46713615023474e-05,1.46713615023474e-05
"8960","Guinea","DINGUIRAYE"," Probable",2015-09-08,0,0,0.165514438477573,0.215110390418824,1,0,195662,0,0,5.11085443264405e-06,0
"8964","Guinea","DUBREKA"," Probable",2015-09-08,0,0,3.45372496040141,3.70517946577442,22,22,328418,0,0,6.69878021302121e-05,6.69878021302121e-05
"8968","Guinea","FARANAH"," Probable",2015-09-08,0,0,0.113328685307003,0.779324876800998,0,0,280511,0,0,0,0
"8972","Guinea","FORECARIAH"," Probable",2015-09-08,2,1,3.14873027168531,3.14872244724585,8,6,244649,8.17497721225102e-06,4.08748860612551e-06,3.26999088490041e-05,2.45249316367531e-05
"8976","Guinea","FRIA"," Probable",2015-09-08,0,0,0.65232518603969,1.13783300182139,0,0,96527,0,0,0,0
"8980","Guinea","GAOUAL"," Probable",2015-09-08,0,0,1.1314021114911,1.81156209652423,0,0,194245,0,0,0,0
"8984","Guinea","GUECKEDOU"," Probable",2015-09-08,6,5,0.913405336206764,1.09682372338114,345,235,291823,2.05604081926373e-05,1.71336734938644e-05,0.00118222347107665,0.000805282654211628
"8988","Guinea","KANKAN"," Probable",2015-09-08,1,0,0.0198026272961797,0.0392206316862989,1,0,472112,2.11814145795913e-06,0,2.11814145795913e-06,0
"8992","Guinea","KEROUANE"," Probable",2015-09-08,11,11,1.20589444163544,1.34016995639671,23,23,211017,5.21285014951402e-05,5.21285014951402e-05,0.000108995957671657,0.000108995957671657
"8996","Guinea","KINDIA"," Probable",2015-09-08,0,0,1.4786438607694,1.52322264743241,2,1,438315,0,0,4.56292848750328e-06,2.28146424375164e-06
"9000","Guinea","KISSIDOUGOU"," Probable",2015-09-08,0,0,0.858661619037519,1.05779029414785,0,0,283609,0,0,0,0
"9004","Guinea","KOUBIA"," Probable",2015-09-08,0,0,3.31418600467253,3.77826301524862,0,0,101171,0,0,0,0
"9008","Guinea","KOUNDARA"," Probable",2015-09-08,0,0,3.05776766447344,3.46823278299831,0,0,130205,0,0,0,0
"9012","Guinea","KOUROUSSA"," Probable",2015-09-08,0,0,0.113327886400865,0.779316804643572,4,2,268224,0,0,1.4912908613696e-05,7.45645430684801e-06
"9016","Guinea","LABE"," Probable",2015-09-08,0,0,2.56340971127594,3.63968920992316,0,0,318663,0,0,0,0
"9020","Guinea","LELOUMA"," Probable",2015-09-08,0,0,2.37769256548085,2.77508560243837,0,0,162634,0,0,0,0
"9024","Guinea","LOLA"," Probable",2015-09-08,0,0,0.0573250666192694,0.723191301908322,0,0,175213,0,0,0,0
"9028","Guinea","MACENTA"," Probable",2015-09-08,39,39,4.24567668399861,4.54135435977239,264,247,298282,0.0001307487545343,0.0001307487545343,0.000885068492232183,0.000828075445383898
"9032","Guinea","MALI"," Probable",2015-09-08,0,0,4.19207605071544,5.33300860633797,0,0,290320,0,0,0,0
"9036","Guinea","MAMOU"," Probable",2015-09-08,0,0,0.165514438477573,0.215111379616945,0,0,318738,0,0,0,0
"9040","Guinea","NZEREKORE"," Probable",2015-09-08,17,4,1.4581149292005,1.57726375646926,32,18,396118,4.2916504677899e-05,1.00980011006821e-05,8.0784008805457e-05,4.54410049530695e-05
"9044","Guinea","PITA"," Probable",2015-09-08,0,0,4.63081648754205,4.63567437039021,7,6,277059,0,0,2.52653766887197e-05,2.16560371617598e-05
"9048","Guinea","SIGUIRI"," Probable",2015-09-08,0,0,0,0.0198024299345968,7,7,695449,0,0,1.00654397374933e-05,1.00654397374933e-05
"9052","Guinea","TELIMELE"," Probable",2015-09-08,0,0,3.01152852134806,3.07075232806647,26,23,283639,0,0,9.16658146446716e-05,8.10889898779787e-05
"9056","Guinea","TOUGUE"," Probable",2015-09-08,0,0,1.53901544813755,1.67896397508271,0,0,122959,0,0,0,0
"9060","Guinea","YOMOU"," Probable",2015-09-08,0,0,4.5474844580464,4.57343683820493,12,12,176664,0,0,6.79255535932618e-05,6.79255535932618e-05
"9064","Liberia","BOMI"," Probable",2015-09-08,7,6,0.0582264082138731,0.113212137053574,113,78,103887,6.73809042517351e-05,5.77550607872015e-05,0.00108772031149229,0.000750815790233619
"9068","Liberia","BONG"," Probable",2015-09-08,8,3,2.86960319819464,3.06576757346867,62,49,411847,1.94246892656739e-05,7.28425847462771e-06,0.000150541341808973,0.000118976221752253
"9072","Liberia","GBARPOLU"," Probable",2015-09-08,1,0,0.180653499693258,0.193918980944987,1,0,102984,9.71024625184495e-06,0,9.71024625184495e-06,0
"9076","Liberia","GRANDBASSA"," Probable",2015-09-08,11,2,2.74464199822076,2.9609607165477,52,18,273790,4.01767778224186e-05,7.30486869498521e-06,0.000189926586069615,6.57438182548669e-05
"9080","Liberia","GRANDCAPEMOUNT"," Probable",2015-09-08,3,3,0.0648465710709097,0.0797286195900577,13,11,156938,1.91158291809504e-05,1.91158291809504e-05,8.28352597841186e-05,7.00913736634849e-05
"9084","Liberia","GRANDGEDEH"," Probable",2015-09-08,0,0,0.955511445027436,0.970778917158225,0,0,154693,0,0,0,0
"9088","Liberia","GRANDKRU"," Probable",2015-09-08,0,0,0.779324876800998,0.970770231511584,1,0,71522,0,0,1.39817119208076e-05,0
"9092","Liberia","LOFA"," Probable",2015-09-08,21,16,0.299126723805391,0.320277709995309,443,313,341924,6.14171570290474e-05,4.67940244030837e-05,0.00129560955066038,0.000915408102385325
"9096","Liberia","MARGIBI"," Probable",2015-09-08,82,26,6.38133591101518,6.65417999972245,367,151,259254,0.000316292130497504,0.000100287748694331,0.00141560014503151,0.000582440386647843
"9100","Liberia","MARYLAND"," Probable",2015-09-08,0,0,3.66406853130211,4.12745105316795,1,1,167883,0,0,5.95652924953688e-06,5.95652924953688e-06
"9104","Liberia","MONTSERRADO"," Probable",2015-09-08,294,199,2.62687077527384,3.0224370125099,1321,1030,1381022,0.000212885819342487,0.000144096183840663,0.000956537984188521,0.000745824469125039
"9108","Liberia","NIMBA"," Probable",2015-09-08,26,14,4.12816567019026,4.15983687470858,126,75,570600,4.55660708026639e-05,2.45355765860498e-05,0.000220820189274448,0.000131440588853838
"9112","Liberia","RIVERGEE"," Probable",2015-09-08,0,0,1.15055545347612,1.28642137737554,6,2,82484,0,0,7.27413801464526e-05,2.42471267154842e-05
"9116","Liberia","RIVERCESS"," Probable",2015-09-08,1,1,4.37717586442193,4.37765575935115,10,8,88313,1.13233612265465e-05,1.13233612265465e-05,0.000113233612265465,9.05868898123719e-05
"9120","Liberia","SINOE"," Probable",2015-09-08,0,0,3.16716138918152,3.16884489126264,0,0,126452,0,0,0,0
"9124","Sierra Leone","BO"," Probable",2015-09-08,16,15,1.52591505486881,1.68253173249847,113,106,587350,2.72409977015408e-05,2.55384353451945e-05,0.000192389546267132,0.000180471609772708
"9128","Sierra Leone","BOMBALI"," Probable",2015-09-08,45,45,2.32822964741345,2.37207858990524,125,125,517326,8.69857691281706e-05,8.69857691281706e-05,0.000241627136467141,0.000241627136467141
"9132","Sierra Leone","BONTHE"," Probable",2015-09-08,0,0,0.788454277789807,0.815361662511073,1,1,176948,0,0,5.65137780590908e-06,5.65137780590908e-06
"9136","Sierra Leone","KAILAHUN"," Probable",2015-09-08,12,11,5.01757981048892,5.0387829602009,644,588,453736,2.64470969903204e-05,2.4243172241127e-05,0.00141932753848053,0.0012959077525257
"9140","Sierra Leone","KAMBIA"," Probable",2015-09-08,1,1,0.150142251506246,0.150142251506246,1,1,342607,2.91879617170694e-06,2.91879617170694e-06,2.91879617170694e-06,2.91879617170694e-06
"9144","Sierra Leone","KENEMA"," Probable",2015-09-08,24,24,2.74020209911638,3.36938758051087,433,430,630774,3.80484928040788e-05,3.80484928040788e-05,0.000686458224340255,0.000681702162739745
"9148","Sierra Leone","KOINADUGU"," Probable",2015-09-08,0,0,1.24126647712062,1.36634451042361,1,1,336648,0,0,2.97046172857109e-06,2.97046172857109e-06
"9152","Sierra Leone","KONO"," Probable",2015-09-08,8,8,2.34175687572626,2.41407503087711,24,23,424868,1.88293775949236e-05,1.88293775949236e-05,5.64881327847708e-05,5.41344605854053e-05
"9156","Sierra Leone","MOYAMBA"," Probable",2015-09-08,3,3,1.51722577135065,1.6485559808084,42,41,330507,9.07696357414518e-06,9.07696357414518e-06,0.000127077490038032,0.000124051835513317
"9160","Sierra Leone","PORTLOKO"," Probable",2015-09-08,57,53,1.31348575602203,1.47217436478747,222,187,574781,9.91682049337052e-05,9.22090326576557e-05,0.000386234061320746,0.000325341303905313
"9164","Sierra Leone","PUJEHUN"," Probable",2015-09-08,0,0,4.09697368920305,4.14974524913732,10,10,289315,0,0,3.45644021222543e-05,3.45644021222543e-05
"9168","Sierra Leone","TONKOLILI"," Probable",2015-09-08,9,6,4.73087631710269,4.9174216032226,33,20,439810,2.04633819149178e-05,1.36422546099452e-05,7.50324003546986e-05,4.54741820331507e-05
"9172","Sierra Leone","WESTERNAREARURAL"," Probable",2015-09-08,28,27,2.90353741349973,3.30680238711318,105,101,1199763,2.33379425769923e-05,2.2504444627814e-05,8.75172846637211e-05,8.41832928670079e-05
"9176","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-09-08,37,35,4.13214872428392,4.18191434760475,135,133,979034,3.77923545045422e-05,3.57495245313237e-05,0.000137891023192249,0.00013584819321903
"9180","Guinea","BEYLA"," Probable",2015-09-15,1,1,1.16314869755147,1.27536058624658,1,1,325482,3.07236652103649e-06,3.07236652103649e-06,3.07236652103649e-06,3.07236652103649e-06
"9184","Guinea","BOFFA"," Probable",2015-09-15,0,0,1.32435287632968,1.3453777517468,27,19,211063,0,0,0.000127923890023358,9.00205152016223e-05
"9188","Guinea","BOKE"," Probable",2015-09-15,0,0,3.45378983178133,3.45442214289945,0,0,449405,0,0,0,0
"9192","Guinea","CONAKRY"," Probable",2015-09-15,12,12,1.04375083265084,1.05773236741683,148,137,1667864,7.19483123324204e-06,7.19483123324204e-06,8.87362518766518e-05,8.21409899128466e-05
"9196","Guinea","COYAH"," Probable",2015-09-15,2,2,0.620560734923446,0.64183774774212,9,9,264164,7.57105434502809e-06,7.57105434502809e-06,3.40697445526264e-05,3.40697445526264e-05
"9200","Guinea","DABOLA"," Probable",2015-09-15,0,0,1.09860500071564,1.39622412682215,5,2,182951,0,0,2.73297221660445e-05,1.09318888664178e-05
"9204","Guinea","DALABA"," Probable",2015-09-15,0,0,1.53038320928544,1.62529947822275,2,2,136320,0,0,1.46713615023474e-05,1.46713615023474e-05
"9208","Guinea","DINGUIRAYE"," Probable",2015-09-15,0,0,0.148420005118273,0.18232070498452,1,0,195662,0,0,5.11085443264405e-06,0
